"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903047","mitotic cell cycle process","19/65","700/29008",6.3766207878533e-16,9.19658766674792e-13,6.19932977625364e-13,"108912/18508/52276/21423/26934/381293/16319/209334/14235/68298/67177/11799/17215/18817/268697/16906/110033/105988/20878",19
"GO:0000070","mitotic sister chromatid segregation","12/65","159/29008",1.51302956681757e-15,9.19658766674792e-13,6.19932977625364e-13,"52276/26934/381293/16319/209334/68298/67177/11799/18817/268697/110033/105988",12
"GO:0140014","mitotic nuclear division","14/65","278/29008",1.56493267159636e-15,9.19658766674792e-13,6.19932977625364e-13,"108912/52276/26934/381293/16319/209334/68298/67177/11799/18817/268697/110033/105988/20878",14
"GO:0000819","sister chromatid segregation","12/65","188/29008",1.15012354614068e-14,4.19044258106355e-12,2.82473634893916e-12,"52276/26934/381293/16319/209334/68298/67177/11799/18817/268697/110033/105988",12
"GO:0007049","cell cycle","25/65","1722/29008",1.18844089082914e-14,4.19044258106355e-12,2.82473634893916e-12,"108912/18508/52276/381280/21423/68026/26934/381293/16319/209334/14793/14235/16475/68298/67177/11799/17215/20377/18817/268697/16906/110033/68275/105988/20878",25
"GO:0000278","mitotic cell cycle","19/65","847/29008",1.98508135983151e-14,5.83283072897159e-12,3.93185413201715e-12,"108912/18508/52276/21423/26934/381293/16319/209334/14235/68298/67177/11799/17215/18817/268697/16906/110033/105988/20878",19
"GO:0007059","chromosome segregation","14/65","338/29008",2.3204944395918e-14,5.84433099571478e-12,3.93960634932202e-12,"108912/52276/381280/26934/381293/16319/209334/68298/67177/11799/18817/268697/110033/105988",14
"GO:0022402","cell cycle process","21/65","1146/29008",3.28025280467091e-14,7.22885711829351e-12,4.87290186378086e-12,"108912/18508/52276/21423/68026/26934/381293/16319/209334/14235/68298/67177/11799/17215/20377/18817/268697/16906/110033/105988/20878",21
"GO:0000280","nuclear division","14/65","442/29008",8.91105463305368e-13,1.72819864074757e-10,1.16496179682002e-10,"108912/52276/26934/381293/16319/209334/68298/67177/11799/18817/268697/110033/105988/20878",14
"GO:0098813","nuclear chromosome segregation","12/65","273/29008",9.80260147899928e-13,1.72819864074757e-10,1.16496179682002e-10,"52276/26934/381293/16319/209334/68298/67177/11799/18817/268697/110033/105988",12
"GO:0048285","organelle fission","14/65","495/29008",4.0738594115557e-12,6.52928558415699e-10,4.40132753650371e-10,"108912/52276/26934/381293/16319/209334/68298/67177/11799/18817/268697/110033/105988/20878",14
"GO:0051303","establishment of chromosome localization","7/65","82/29008",6.77295863053839e-10,9.4508517660019e-08,6.3707267181038e-08,"52276/381293/16319/67177/11799/268697/110033",7
"GO:0031577","spindle checkpoint signaling","6/65","45/29008",7.59910375604974e-10,9.4508517660019e-08,6.3707267181038e-08,"209334/67177/11799/18817/268697/20878",6
"GO:0051276","chromosome organization","15/65","882/29008",7.84276318836648e-10,9.4508517660019e-08,6.3707267181038e-08,"52276/381280/26934/381293/16319/209334/68298/67177/11799/17215/18817/268697/110033/68275/105988",15
"GO:0050000","chromosome localization","7/65","84/29008",8.04099696483429e-10,9.4508517660019e-08,6.3707267181038e-08,"52276/381293/16319/67177/11799/268697/110033",7
"GO:0051301","cell division","13/65","621/29008",1.03727022119232e-09,1.14294212497629e-07,7.70446105082978e-08,"108912/18508/52276/26934/381293/16319/14793/68298/67177/11799/18817/268697/20878",13
"GO:0010564","regulation of cell cycle process","13/65","655/29008",1.97124031374401e-09,2.04429216066512e-07,1.37803734626439e-07,"108912/21423/26934/381293/16319/209334/67177/11799/20377/18817/268697/16906/20878",13
"GO:0051726","regulation of cell cycle","15/65","1003/29008",4.47898570265707e-09,4.38691766321357e-07,2.95717827970751e-07,"108912/21423/68026/26934/381293/16319/209334/14235/67177/11799/20377/18817/268697/16906/20878",15
"GO:0051310","metaphase plate congression","6/65","64/29008",6.76681686278648e-09,6.27889375215398e-07,4.23254085212517e-07,"52276/381293/16319/67177/268697/110033",6
"GO:0007094","mitotic spindle assembly checkpoint signaling","5/65","40/29008",2.99039794895892e-08,2.51051027810218e-06,1.69231041823289e-06,"209334/67177/11799/18817/268697",5
"GO:0071173","spindle assembly checkpoint signaling","5/65","40/29008",2.99039794895892e-08,2.51051027810218e-06,1.69231041823289e-06,"209334/67177/11799/18817/268697",5
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","5/65","42/29008",3.85265641053257e-08,2.84174362892632e-06,1.91559157957896e-06,"209334/67177/11799/18817/268697",5
"GO:0071174","mitotic spindle checkpoint signaling","5/65","42/29008",3.85265641053257e-08,2.84174362892632e-06,1.91559157957896e-06,"209334/67177/11799/18817/268697",5
"GO:0051983","regulation of chromosome segregation","6/65","86/29008",4.08362245464873e-08,2.84174362892632e-06,1.91559157957896e-06,"108912/209334/67177/11799/18817/268697",6
"GO:0033046","negative regulation of sister chromatid segregation","5/65","43/29008",4.35207475785653e-08,2.84174362892632e-06,1.91559157957896e-06,"209334/67177/11799/18817/268697",5
"GO:0033048","negative regulation of mitotic sister chromatid segregation","5/65","43/29008",4.35207475785653e-08,2.84174362892632e-06,1.91559157957896e-06,"209334/67177/11799/18817/268697",5
"GO:2000816","negative regulation of mitotic sister chromatid separation","5/65","43/29008",4.35207475785653e-08,2.84174362892632e-06,1.91559157957896e-06,"209334/67177/11799/18817/268697",5
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","5/65","44/29008",4.90157486644397e-08,3.0862416034074e-06,2.08040527226137e-06,"209334/67177/11799/18817/268697",5
"GO:1905819","negative regulation of chromosome separation","5/65","45/29008",5.50477284505443e-08,3.34652225028654e-06,2.25585791000597e-06,"209334/67177/11799/18817/268697",5
"GO:0045787","positive regulation of cell cycle","9/65","336/29008",6.09731670287487e-08,3.396776455486e-06,2.28973377809577e-06,"21423/26934/381293/209334/67177/11799/268697/16906/20878",9
"GO:0033047","regulation of mitotic sister chromatid segregation","5/65","46/29008",6.16544790559002e-08,3.396776455486e-06,2.28973377809577e-06,"209334/67177/11799/18817/268697",5
"GO:0051985","negative regulation of chromosome segregation","5/65","46/29008",6.16544790559002e-08,3.396776455486e-06,2.28973377809577e-06,"209334/67177/11799/18817/268697",5
"GO:0007080","mitotic metaphase plate congression","5/65","48/29008",7.67517945876768e-08,4.1004064805477e-06,2.7640438944015e-06,"52276/381293/67177/268697/110033",5
"GO:0051304","chromosome separation","6/65","96/29008",7.91282824122881e-08,4.10303417331953e-06,2.76581519639236e-06,"209334/67177/11799/18817/268697/105988",6
"GO:0090231","regulation of spindle checkpoint","4/65","19/29008",8.67483681154236e-08,4.26917248619293e-06,2.87780740777492e-06,"209334/67177/268697/20878",4
"GO:0090068","positive regulation of cell cycle process","8/65","249/29008",8.71753882603208e-08,4.26917248619293e-06,2.87780740777492e-06,"26934/381293/209334/67177/11799/268697/16906/20878",8
"GO:0007017","microtubule-based process","13/65","912/29008",9.74843904229889e-08,4.64499946799269e-06,3.13114869950368e-06,"18508/68026/27356/26934/381293/16319/209334/11799/18817/268697/110033/105988/20878",13
"GO:0045839","negative regulation of mitotic nuclear division","5/65","52/29008",1.15694460141514e-07,5.36761403235498e-06,3.61825610802685e-06,"209334/67177/11799/18817/268697",5
"GO:0044770","cell cycle phase transition","10/65","492/29008",1.39754381747483e-07,6.3176147441234e-06,4.25864229400562e-06,"21423/381293/209334/14235/67177/11799/18817/268697/16906/20878",10
"GO:1901987","regulation of cell cycle phase transition","9/65","378/29008",1.65537312203037e-07,7.29605703534887e-06,4.9182006704534e-06,"21423/381293/209334/67177/11799/18817/268697/16906/20878",9
"GO:0007088","regulation of mitotic nuclear division","6/65","110/29008",1.78408125396417e-07,7.67154939204595e-06,5.17131639467407e-06,"108912/209334/67177/11799/18817/268697",6
"GO:0030071","regulation of mitotic metaphase/anaphase transition","5/65","58/29008",2.01877291345455e-07,8.47403963433423e-06,5.71226721626614e-06,"209334/67177/11799/18817/268697",5
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle","5/65","61/29008",2.60753719843663e-07,1.04479274564631e-05,7.04284568668649e-06,"209334/67177/11799/18817/268697",5
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle","5/65","61/29008",2.60753719843663e-07,1.04479274564631e-05,7.04284568668649e-06,"209334/67177/11799/18817/268697",5
"GO:0010965","regulation of mitotic sister chromatid separation","5/65","62/29008",2.83138451397579e-07,1.08515889089985e-05,7.31494992283448e-06,"209334/67177/11799/18817/268697",5
"GO:0051784","negative regulation of nuclear division","5/65","62/29008",2.83138451397579e-07,1.08515889089985e-05,7.31494992283448e-06,"209334/67177/11799/18817/268697",5
"GO:1901990","regulation of mitotic cell cycle phase transition","8/65","293/29008",3.01805491897322e-07,1.10880363828346e-05,7.4743368517899e-06,"21423/381293/209334/67177/11799/18817/268697/16906",8
"GO:0044772","mitotic cell cycle phase transition","9/65","406/29008",3.0188641314581e-07,1.10880363828346e-05,7.4743368517899e-06,"21423/381293/209334/14235/67177/11799/18817/268697/16906",9
"GO:0044784","metaphase/anaphase transition of cell cycle","5/65","64/29008",3.32462319036772e-07,1.19618585400373e-05,8.06337181938808e-06,"209334/67177/11799/18817/268697",5
