"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060429","epithelium development","24/85","1227/29008",6.50583382755261e-14,1.41176594057892e-10,9.9436533869541e-11,"271127/19041/12614/14063/218518/17127/50918/17075/15901/12550/15451/69073/21407/243905/15377/14531/240725/15903/16456/13167/16475/14739/19143/77411",24
"GO:0034329","cell junction assembly","13/85","439/29008",5.03735075819817e-10,4.54743199025889e-07,3.20294506420369e-07,"54419/218518/17127/53624/11474/12695/12550/109711/13641/16456/16475/19272/29875",13
"GO:0034330","cell junction organization","16/85","761/29008",6.28677233676344e-10,4.54743199025889e-07,3.20294506420369e-07,"14063/54419/218518/17127/11443/53624/11474/16400/12695/12550/109711/13641/16456/16475/19272/29875",16
"GO:0030029","actin filament-based process","16/85","814/29008",1.65272096214275e-09,8.96601121962442e-07,6.31513378166125e-07,"12614/22003/14063/17127/50918/15901/11474/68760/12550/109711/11459/16456/14739/68178/68794/29875",16
"GO:0030036","actin cytoskeleton organization","15/85","727/29008",2.96557897263383e-09,1.28706127412308e-06,9.06530667003015e-07,"12614/22003/14063/17127/50918/15901/11474/68760/12550/109711/11459/16456/14739/68178/29875",15
"GO:0030855","epithelial cell differentiation","14/85","656/29008",6.90959433486447e-09,2.49896995110932e-06,1.76012824109179e-06,"19041/14063/218518/17127/50918/15901/12550/69073/21407/15377/15903/16456/14739/19143",14
"GO:0001885","endothelial cell development","6/85","74/29008",8.35709085731851e-08,1.88669409120934e-05,1.32887694418431e-05,"14063/218518/50918/15901/16456/14739",6
"GO:0002064","epithelial cell development","9/85","266/29008",8.97884185035886e-08,1.88669409120934e-05,1.32887694418431e-05,"14063/218518/50918/15901/12550/69073/16456/14739/19143",9
"GO:0048729","tissue morphogenesis","13/85","688/29008",1.03488535722076e-07,1.88669409120934e-05,1.32887694418431e-05,"271127/12614/22003/17127/12550/69073/21407/243905/14531/240725/16475/19143/77411",13
"GO:0048870","cell motility","20/85","1739/29008",1.05580981355755e-07,1.88669409120934e-05,1.32887694418431e-05,"12614/22003/14063/17127/50918/17075/53624/16400/12550/230972/13641/240725/16456/14786/16475/14739/20195/19272/19143/29875",20
"GO:0051674","localization of cell","20/85","1739/29008",1.05580981355755e-07,1.88669409120934e-05,1.32887694418431e-05,"12614/22003/14063/17127/50918/17075/53624/16400/12550/230972/13641/240725/16456/14786/16475/14739/20195/19272/19143/29875",20
"GO:0007010","cytoskeleton organization","18/85","1406/29008",1.06961200776993e-07,1.88669409120934e-05,1.32887694418431e-05,"19041/12614/22003/14063/17127/50918/15901/11474/12695/68760/12550/109711/11459/16456/16475/14739/68178/29875",18
"GO:0051270","regulation of cellular component movement","16/85","1102/29008",1.13027756616228e-07,1.88669409120934e-05,1.32887694418431e-05,"22003/14063/17127/50918/17075/53624/16400/12550/109711/240725/14786/16475/14739/20195/19272/29875",16
"GO:0032956","regulation of actin cytoskeleton organization","10/85","368/29008",1.28563080540615e-07,1.90988707885461e-05,1.34521272786655e-05,"12614/22003/14063/17127/50918/15901/68760/16456/68178/29875",10
"GO:0002009","morphogenesis of an epithelium","12/85","582/29008",1.32019844160457e-07,1.90988707885461e-05,1.34521272786655e-05,"271127/12614/17127/12550/69073/21407/243905/14531/240725/16475/19143/77411",12
"GO:0048041","focal adhesion assembly","6/85","86/29008",2.06239368489337e-07,2.6325848801286e-05,1.8542387804738e-05,"17127/11474/109711/16475/19272/29875",6
"GO:0120192","tight junction assembly","6/85","86/29008",2.06239368489337e-07,2.6325848801286e-05,1.8542387804738e-05,"54419/218518/53624/12695/12550/16456",6
"GO:0045216","cell-cell junction organization","8/85","213/29008",2.19545254414546e-07,2.64674001155314e-05,1.8642088269586e-05,"14063/54419/218518/17127/53624/12695/12550/16456",8
"GO:2000145","regulation of cell motility","15/85","1017/29008",2.43253143987029e-07,2.77820696027291e-05,1.95680645467682e-05,"22003/14063/17127/50918/17075/53624/16400/12550/240725/14786/16475/14739/20195/19272/29875",15
"GO:0120193","tight junction organization","6/85","92/29008",3.08446914130981e-07,3.34664901832114e-05,2.35718378588518e-05,"54419/218518/53624/12695/12550/16456",6
"GO:0032970","regulation of actin filament-based process","10/85","416/29008",3.96765626575097e-07,3.9186366118076e-05,2.76005838483854e-05,"12614/22003/14063/17127/50918/15901/68760/16456/68178/29875",10
"GO:0007044","cell-substrate junction assembly","6/85","96/29008",3.97281131151001e-07,3.9186366118076e-05,2.76005838483854e-05,"17127/11474/109711/16475/19272/29875",6
"GO:0040012","regulation of locomotion","15/85","1065/29008",4.36718723224912e-07,4.04344003344425e-05,2.84796261390301e-05,"22003/14063/17127/50918/17075/53624/16400/12550/240725/14786/16475/14739/20195/19272/29875",15
"GO:0061028","establishment of endothelial barrier","5/85","52/29008",4.47200741026092e-07,4.04344003344425e-05,2.84796261390301e-05,"14063/218518/50918/16456/14739",5
"GO:0016477","cell migration","18/85","1556/29008",4.76418376111169e-07,4.13531150464495e-05,2.91267150363544e-05,"12614/22003/14063/17127/50918/16400/12550/230972/13641/240725/16456/14786/16475/14739/20195/19272/19143/29875",18
"GO:0042127","regulation of cell population proliferation","19/85","1742/29008",5.27631588934191e-07,4.31321983468979e-05,3.03797972348755e-05,"22003/17127/19716/17075/15901/53624/12550/15451/23834/69073/13641/21376/15377/240725/14739/65972/20195/19272/77411",19
"GO:0051493","regulation of cytoskeleton organization","11/85","542/29008",5.3666790569873e-07,4.31321983468979e-05,3.03797972348755e-05,"12614/22003/14063/17127/50918/15901/12695/68760/16456/68178/29875",11
"GO:0150115","cell-substrate junction organization","6/85","102/29008",5.69033370526202e-07,4.3183532652244e-05,3.04159541164483e-05,"17127/11474/109711/16475/19272/29875",6
"GO:0040011","locomotion","20/85","1934/29008",5.77107118394044e-07,4.3183532652244e-05,3.04159541164483e-05,"12614/22003/14063/17127/50918/17075/53624/16400/12550/230972/13641/240725/16456/14786/16475/14739/20195/19272/19143/29875",20
"GO:0051017","actin filament bundle assembly","7/85","172/29008",7.62635887293909e-07,5.51639958475927e-05,3.88542915210792e-05,"22003/17127/15901/68760/109711/16456/68178",7
"GO:0061572","actin filament bundle organization","7/85","175/29008",8.56547273474942e-07,5.83172505308304e-05,4.10752596511112e-05,"22003/17127/15901/68760/109711/16456/68178",7
"GO:0007015","actin filament organization","10/85","453/29008",8.59977888012245e-07,5.83172505308304e-05,4.10752596511112e-05,"22003/14063/17127/50918/15901/68760/109711/11459/16456/68178",10
"GO:0032231","regulation of actin filament bundle assembly","6/85","114/29008",1.09589568853131e-06,7.2063443760998e-05,5.07572739951342e-05,"22003/17127/15901/68760/16456/68178",6
"GO:0045446","endothelial cell differentiation","6/85","117/29008",1.27623272871238e-06,8.14536770972316e-05,5.73712050182781e-05,"14063/218518/50918/15901/16456/14739",6
"GO:0110053","regulation of actin filament organization","8/85","279/29008",1.6803022783715e-06,0.000104178741259033,7.33774107727943e-05,"22003/14063/17127/50918/15901/68760/16456/68178",8
"GO:0003158","endothelium development","6/85","133/29008",2.69539756087353e-06,0.000162472575197099,0.000114436177145859,"14063/218518/50918/15901/16456/14739",6
"GO:0007155","cell adhesion","16/85","1438/29008",3.77210558790849e-06,0.00022122889529085,0.000155820691711042,"12614/22003/54419/17127/50918/17075/53624/11474/16400/12550/109711/13641/16456/16475/19272/29875",16
"GO:0055001","muscle cell development","7/85","221/29008",4.03955656788501e-06,0.000223890869302444,0.000157695630476424,"22003/11443/11474/68760/109711/11459/68794",7
"GO:0070830","bicellular tight junction assembly","5/85","81/29008",4.12469794197534e-06,0.000223890869302444,0.000157695630476424,"54419/218518/53624/12550/16456",5
"GO:0033043","regulation of organelle organization","14/85","1115/29008",4.2202047162854e-06,0.000223890869302444,0.000157695630476424,"271127/20899/12614/22003/14063/17127/50918/15901/12695/68760/23834/16456/68178/29875",14
"GO:0022610","biological adhesion","16/85","1451/29008",4.23019614811069e-06,0.000223890869302444,0.000157695630476424,"12614/22003/54419/17127/50918/17075/53624/11474/16400/12550/109711/13641/16456/16475/19272/29875",16
"GO:0030334","regulation of cell migration","13/85","963/29008",4.44318125909534e-06,0.000229564365053259,0.000161691708977605,"22003/14063/17127/50918/16400/12550/240725/14786/16475/14739/20195/19272/29875",13
"GO:0061138","morphogenesis of a branching epithelium","7/85","226/29008",4.67919992317407e-06,0.000236136368215994,0.000166320643536077,"271127/12614/12550/14531/240725/19143/77411",7
