"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903047","mitotic cell cycle process","15/29","700/29008",2.68023273620789e-17,3.8407735109859e-14,1.97772962955971e-14,"18508/21423/108912/14184/12444/16319/20878/16906/20460/66977/17215/110033/19361/26934/11799",15
"GO:0000278","mitotic cell cycle","15/29","847/29008",4.48548637283921e-16,3.2138509861393e-13,1.65490839334752e-13,"18508/21423/108912/14184/12444/16319/20878/16906/20460/66977/17215/110033/19361/26934/11799",15
"GO:0022402","cell cycle process","15/29","1146/29008",3.75748899454833e-14,1.79482724306258e-11,9.24210450939781e-12,"18508/21423/108912/14184/12444/16319/20878/16906/20460/66977/17215/110033/19361/26934/11799",15
"GO:0007049","cell cycle","16/29","1722/29008",7.21112597342585e-13,2.58338587997981e-10,1.33026297562408e-10,"18508/21423/108912/14184/14793/12444/16319/20878/16906/20460/66977/17215/110033/19361/26934/11799",16
"GO:0140014","mitotic nuclear division","8/29","278/29008",2.31971257722131e-10,6.23961424170347e-08,3.21296476544175e-08,"108912/14184/16319/20878/66977/110033/26934/11799",8
"GO:0051301","cell division","10/29","621/29008",2.61253911027361e-10,6.23961424170347e-08,3.21296476544175e-08,"18508/108912/14793/12444/16319/20319/20878/66977/26934/11799",10
"GO:0000280","nuclear division","9/29","442/29008",3.12129557436858e-10,6.38973794010026e-08,3.29026796636448e-08,"108912/14184/16319/20878/66977/110033/19361/26934/11799",9
"GO:0010564","regulation of cell cycle process","10/29","655/29008",4.37787556918246e-10,7.84186961329808e-08,4.03801417631172e-08,"21423/108912/14184/12444/16319/20878/16906/20460/26934/11799",10
"GO:0048285","organelle fission","9/29","495/29008",8.44031237566619e-10,1.34388529270329e-07,6.92006897700819e-08,"108912/14184/16319/20878/66977/110033/19361/26934/11799",9
"GO:0051726","regulation of cell cycle","10/29","1003/29008",2.5719319608783e-08,3.6855784999386e-06,1.89781505744809e-06,"21423/108912/14184/12444/16319/20878/16906/20460/26934/11799",10
"GO:0045787","positive regulation of cell cycle","7/29","336/29008",3.29535684179601e-08,4.29295123117608e-06,2.21056951779809e-06,"21423/12444/20878/16906/20460/26934/11799",7
"GO:0002009","morphogenesis of an epithelium","8/29","582/29008",7.40944092728191e-08,8.84810737399581e-06,4.55615621931984e-06,"18530/17698/16373/14184/15208/20378/20319/20460",8
"GO:0007017","microtubule-based process","9/29","912/29008",1.64068516414878e-07,1.80853987709631e-05,9.31271498031009e-06,"18508/27356/16319/20878/20460/66977/110033/26934/11799",9
"GO:0048598","embryonic morphogenesis","8/29","661/29008",1.95942910714684e-07,2.00561565038673e-05,1.03275173241349e-05,"18530/18508/21423/16373/15208/20378/20319/20460",8
"GO:0048729","tissue morphogenesis","8/29","688/29008",2.65636373517039e-07,2.41372408791628e-05,1.24289902349088e-05,"18530/17698/16373/14184/15208/20378/20319/20460",8
"GO:0009790","embryo development","10/29","1297/29008",2.83576710610848e-07,2.41372408791628e-05,1.24289902349088e-05,"18530/18508/21423/16373/15208/20378/20319/20460/26934/11799",10
"GO:0007346","regulation of mitotic cell cycle","7/29","462/29008",2.86345495426217e-07,2.41372408791628e-05,1.24289902349088e-05,"21423/108912/14184/12444/16906/20460/11799",7
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","5/29","146/29008",3.24825636076883e-07,2.58597298054541e-05,1.33159515140289e-05,"18508/20878/20460/66977/26934",5
"GO:0007389","pattern specification process","7/29","482/29008",3.80830735858948e-07,2.87226549729406e-05,1.47901576641065e-05,"18530/18508/16373/15208/20319/20878/20460",7
"GO:0000070","mitotic sister chromatid segregation","5/29","159/29008",4.95966848950172e-07,3.55360247272798e-05,1.82985663744248e-05,"16319/66977/110033/26934/11799",5
"GO:0016310","phosphorylation","11/29","1833/29008",7.44453528153443e-07,5.08000907544707e-05,2.61584923927601e-05,"18508/14184/12444/15208/16319/20319/20878/20460/19361/15277/11799",11
"GO:0007059","chromosome segregation","6/29","338/29008",9.07091525533486e-07,5.9084643458613e-05,3.04244573875107e-05,"108912/16319/66977/110033/26934/11799",6
"GO:0007051","spindle organization","5/29","183/29008",9.93499634602282e-07,6.16981293335138e-05,3.17702197545034e-05,"16319/20878/20460/66977/26934",5
"GO:0016331","morphogenesis of embryonic epithelium","5/29","185/29008",1.04816955737942e-06,6.16981293335138e-05,3.17702197545034e-05,"18530/16373/15208/20319/20460",5
"GO:0051302","regulation of cell division","5/29","186/29008",1.0763804838366e-06,6.16981293335138e-05,3.17702197545034e-05,"18508/16319/20319/20878/26934",5
"GO:0000819","sister chromatid segregation","5/29","188/29008",1.1345995098257e-06,6.25338883684702e-05,3.22005771816929e-05,"16319/66977/110033/26934/11799",5
"GO:0051303","establishment of chromosome localization","4/29","82/29008",1.33459603098537e-06,7.08324486074828e-05,3.64737550768321e-05,"16319/66977/110033/11799",4
"GO:0050000","chromosome localization","4/29","84/29008",1.47024933574092e-06,7.52452606470263e-05,3.87460445246009e-05,"16319/66977/110033/11799",4
"GO:0006468","protein phosphorylation","10/29","1570/29008",1.62753325369287e-06,8.04225914669617e-05,4.14120076529475e-05,"18508/14184/12444/15208/16319/20319/20878/20460/19361/11799",10
"GO:1901987","regulation of cell cycle phase transition","6/29","378/29008",1.7349425009671e-06,8.1433468994661e-05,4.19325388513294e-05,"21423/12444/20878/16906/20460/11799",6
"GO:0003002","regionalization","6/29","379/29008",1.76164517713502e-06,8.1433468994661e-05,4.19325388513294e-05,"18530/18508/16373/15208/20319/20878",6
"GO:0060429","epithelium development","9/29","1227/29008",1.95833642020359e-06,8.76967528172422e-05,4.51576917948263e-05,"18530/18508/17698/16373/14184/15208/20378/20319/20460",9
"GO:0000226","microtubule cytoskeleton organization","7/29","619/29008",2.02082107901875e-06,8.77526244313296e-05,4.51864617668946e-05,"18508/16319/20878/20460/66977/26934/11799",7
"GO:0050678","regulation of epithelial cell proliferation","6/29","403/29008",2.51082738614581e-06,0.000105823989539616,5.4491950392824e-05,"18508/14184/12444/15208/20319/11799",6
"GO:0009952","anterior/posterior pattern specification","5/29","232/29008",3.18223028235266e-06,0.000130289599846039,6.70900279076455e-05,"18530/18508/15208/20319/20878",5
"GO:0045664","regulation of neuron differentiation","5/29","241/29008",3.83162375561209e-06,0.000152519912272004,7.85370834118151e-05,"18508/21423/16373/15208/20319",5
"GO:0035282","segmentation","4/29","108/29008",4.0165007328327e-06,0.000155557987841872,8.01014797643164e-05,"18530/16373/15208/20319",4
"GO:1901989","positive regulation of cell cycle phase transition","4/29","111/29008",4.4793229992123e-06,0.00016506692960476,8.49979194571103e-05,"12444/20878/16906/11799",4
"GO:0090068","positive regulation of cell cycle process","5/29","249/29008",4.49240073592858e-06,0.00016506692960476,8.49979194571103e-05,"12444/20878/16906/26934/11799",5
"GO:0032270","positive regulation of cellular protein metabolic process","9/29","1376/29008",5.00899419259541e-06,0.000179447216949731,9.24027612897206e-05,"108912/17698/14184/12444/15208/16319/20319/20878/20460",9
"GO:0007052","mitotic spindle organization","4/29","119/29008",5.90639904223107e-06,0.000206435849451637,0.000106300018706135,"20878/20460/66977/26934",4
"GO:0050673","epithelial cell proliferation","6/29","471/29008",6.14115878885278e-06,0.000209530489153001,0.000107893541628717,"18508/14184/12444/15208/20319/11799",6
"GO:0019220","regulation of phosphate metabolic process","9/29","1424/29008",6.61853399869184e-06,0.000216784213033717,0.000111628701903725,"18508/108912/14184/12444/15208/16319/20319/20460/19361",9
"GO:0051174","regulation of phosphorus metabolic process","9/29","1425/29008",6.65631917200526e-06,0.000216784213033717,0.000111628701903725,"18508/108912/14184/12444/15208/16319/20319/20460/19361",9
"GO:0098813","nuclear chromosome segregation","5/29","273/29008",7.02488202601887e-06,0.000223703465406334,0.000115191632754134,"16319/66977/110033/26934/11799",5
"GO:0044770","cell cycle phase transition","6/29","492/29008",7.87523084719725e-06,0.000245330560957253,0.000126328073773118,"21423/12444/20878/16906/20460/11799",6
"GO:0051247","positive regulation of protein metabolic process","9/29","1460/29008",8.10141988140874e-06,0.000247007121065079,0.000127191384924245,"108912/17698/14184/12444/15208/16319/20319/20878/20460",9
"GO:0045165","cell fate commitment","5/29","288/29008",9.10165818623944e-06,0.000271722420435023,0.000139918034836707,"18508/21423/14184/15208/20319",5
"GO:0009887","animal organ morphogenesis","8/29","1131/29008",1.07601746123053e-05,0.000312377276861576,0.000160852441385364,"18508/17698/16373/14184/15208/20378/20319/20460",8
"GO:0001932","regulation of protein phosphorylation","8/29","1133/29008",1.08994164990082e-05,0.000312377276861576,0.000160852441385364,"18508/14184/12444/15208/16319/20319/20460/19361",8
"GO:0031577","spindle checkpoint signaling","3/29","45/29008",1.23917043446856e-05,0.000348182594626166,0.000179289674832293,"20878/20460/11799",3
"GO:0031399","regulation of protein modification process","9/29","1545/29008",1.27805494340183e-05,0.000352202448825926,0.000181359618486777,"18508/108912/14184/12444/15208/16319/20319/20460/19361",9
"GO:0001838","embryonic epithelial tube formation","4/29","157/29008",1.76499509801384e-05,0.00046837740286182,0.000241181591366023,"16373/15208/20319/20460",4
"GO:0007224","smoothened signaling pathway","4/29","157/29008",1.76499509801384e-05,0.00046837740286182,0.000241181591366023,"18508/14184/15208/20460",4
"GO:0051276","chromosome organization","7/29","882/29008",2.0391292492776e-05,0.000531285857129964,0.000273575043778679,"16319/66977/17215/110033/19361/26934/11799",7
"GO:0072175","epithelial tube formation","4/29","168/29008",2.30244669252268e-05,0.00058917966256875,0.000303386302905714,"16373/15208/20319/20460",4
