"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006259","DNA metabolic process","7/26","867/29008",8.32216995252455e-06,0.0087466006201033,0.00621096683825253,"17216/108655/18768/77011/18140/21973/97165",7
"GO:0006974","cellular response to DNA damage stimulus","6/26","770/29008",5.01481983084931e-05,0.0175112175845301,0.0124347270944282,"12795/17216/108655/77011/18140/21973",6
"GO:0045892","negative regulation of transcription, DNA-templated","7/26","1237/29008",8.12209644216656e-05,0.0175112175845301,0.0124347270944282,"12795/20664/108655/11878/18140/97165/18991",7
"GO:1903507","negative regulation of nucleic acid-templated transcription","7/26","1241/29008",8.28866368407148e-05,0.0175112175845301,0.0124347270944282,"12795/20664/108655/11878/18140/97165/18991",7
"GO:1902679","negative regulation of RNA biosynthetic process","7/26","1242/29008",8.33074100120365e-05,0.0175112175845301,0.0124347270944282,"12795/20664/108655/11878/18140/97165/18991",7
"GO:0051253","negative regulation of RNA metabolic process","7/26","1350/29008",0.000140323890380325,0.0209352645900785,0.0148661451193006,"12795/20664/108655/11878/18140/97165/18991",7
"GO:0006310","DNA recombination","4/26","301/29008",0.000141875611557944,0.0209352645900785,0.0148661451193006,"17216/108655/21973/97165",4
"GO:0000122","negative regulation of transcription by RNA polymerase II","6/26","950/29008",0.000159355011151882,0.0209352645900785,0.0148661451193006,"12795/20664/108655/11878/18140/18991",6
"GO:0045934","negative regulation of nucleobase-containing compound metabolic process","7/26","1459/29008",0.000226853737434773,0.0254860434672329,0.0180976561853554,"12795/20664/108655/11878/18140/97165/18991",7
"GO:2000113","negative regulation of cellular macromolecule biosynthetic process","7/26","1482/29008",0.000249740966134813,0.0254860434672329,0.0180976561853554,"12795/20664/108655/11878/18140/97165/18991",7
"GO:0010558","negative regulation of macromolecule biosynthetic process","7/26","1498/29008",0.000266742605270753,0.0254860434672329,0.0180976561853554,"12795/20664/108655/11878/18140/97165/18991",7
"GO:0031327","negative regulation of cellular biosynthetic process","7/26","1558/29008",0.000339076983130395,0.0266262472287139,0.018907315624376,"12795/20664/108655/11878/18140/97165/18991",7
"GO:0006270","DNA replication initiation","2/26","31/29008",0.000353509205687581,0.0266262472287139,0.018907315624376,"17216/77011",2
"GO:0039694","viral RNA genome replication","2/26","32/29008",0.000376868748360238,0.0266262472287139,0.018907315624376,"18521/21973",2
"GO:0009890","negative regulation of biosynthetic process","7/26","1602/29008",0.000401611749569882,0.0266262472287139,0.018907315624376,"12795/20664/108655/11878/18140/97165/18991",7
"GO:0030900","forebrain development","4/26","400/29008",0.000418715220025222,0.0266262472287139,0.018907315624376,"65100/20664/11878/18991",4
"GO:0050678","regulation of epithelial cell proliferation","4/26","403/29008",0.000430681448989664,0.0266262472287139,0.018907315624376,"108655/18140/240725/97165",4
"GO:0032508","DNA duplex unwinding","2/26","37/29008",0.00050464526742448,0.0294656764479516,0.02092359617567,"17216/21973",2
"GO:0033044","regulation of chromosome organization","3/26","185/29008",0.000595576267036631,0.0322502022846754,0.0229008897990234,"17216/18768/21973",3
"GO:0048870","cell motility","7/26","1739/29008",0.000658281819396976,0.0322502022846754,0.0229008897990234,"15529/20664/108655/11878/17909/240725/97165",7
"GO:0051674","localization of cell","7/26","1739/29008",0.000658281819396976,0.0322502022846754,0.0229008897990234,"15529/20664/108655/11878/17909/240725/97165",7
"GO:0045944","positive regulation of transcription by RNA polymerase II","6/26","1249/29008",0.000690001908392942,0.0322502022846754,0.0229008897990234,"20664/108655/18521/21973/97165/18991",6
"GO:0032392","DNA geometric change","2/26","44/29008",0.00071404977882621,0.0322502022846754,0.0229008897990234,"17216/21973",2
"GO:0010557","positive regulation of macromolecule biosynthetic process","7/26","1772/29008",0.000736446103551104,0.0322502022846754,0.0229008897990234,"20664/108655/18768/18521/21973/97165/18991",7
"GO:0050673","epithelial cell proliferation","4/26","471/29008",0.000772707320097284,0.0324846157368898,0.02306734694522,"108655/18140/240725/97165",4
"GO:0045935","positive regulation of nucleobase-containing compound metabolic process","7/26","1847/29008",0.000941876981532502,0.0380735656765638,0.0270360639638277,"20664/108655/18768/18521/21973/97165/18991",7
"GO:0031328","positive regulation of cellular biosynthetic process","7/26","1891/29008",0.0010821816466941,0.0421249226176112,0.0299129351854237,"20664/108655/18768/18521/21973/97165/18991",7
"GO:0021517","ventral spinal cord development","2/26","57/29008",0.00119608374793024,0.0433521496525795,0.0307843899080363,"20664/108655",2
"GO:0040011","locomotion","7/26","1934/29008",0.00123489525905143,0.0433521496525795,0.0307843899080363,"15529/20664/108655/11878/17909/240725/97165",7
"GO:0009891","positive regulation of biosynthetic process","7/26","1937/29008",0.00124615626343316,0.0433521496525795,0.0307843899080363,"20664/108655/18768/18521/21973/97165/18991",7
"GO:0007010","cytoskeleton organization","6/26","1406/29008",0.0012787027966032,0.0433521496525795,0.0307843899080363,"329366/12795/108655/56419/544963/68617",6
"GO:0007417","central nervous system development","5/26","949/29008",0.00137606122473017,0.0451950108497314,0.0320930068530819,"65100/20664/108655/11878/18991",5
