"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022008","neurogenesis","29/81","1879/29008",8.23871496274953e-15,1.12558821106181e-11,7.74328094159479e-12,"16870/18013/12891/50913/22152/18012/140489/19280/18186/22253/20679/14585/243914/18053/71751/19649/50914/70433/22255/50785/21417/170729/21367/19130/13544/330166/100317/12877/16392",29
"GO:0048699","generation of neurons","28/81","1750/29008",1.13695778895132e-14,1.12558821106181e-11,7.74328094159479e-12,"16870/18013/12891/50913/22152/18012/140489/19280/18186/22253/14585/243914/18053/71751/19649/50914/70433/22255/50785/21417/170729/21367/19130/13544/330166/100317/12877/16392",28
"GO:0030182","neuron differentiation","26/81","1570/29008",6.02543858134867e-14,3.97678946369012e-11,2.73576053482989e-11,"16870/18013/12891/50913/22152/18012/140489/19280/18186/22253/14585/243914/18053/71751/19649/50914/70433/22255/50785/21417/21367/19130/13544/330166/12877/16392",26
"GO:0007417","central nervous system development","20/81","949/29008",1.15276266902163e-12,5.70617521165706e-10,3.92546024661575e-10,"16870/18013/50913/15416/18012/19280/18186/22253/20679/18053/50914/70433/18111/22255/21417/21367/19130/13544/94187/16392",20
"GO:0060322","head development","17/81","734/29008",1.68940772003753e-11,6.69005457134862e-09,4.6023022941654e-09,"16870/18013/50913/18012/19280/18511/18186/22253/20679/70433/18111/22255/21367/19130/13544/94187/16392",17
"GO:0007420","brain development","16/81","676/29008",5.2331630461161e-11,1.72694380521831e-08,1.18801982134636e-08,"16870/18013/50913/18012/19280/18186/22253/20679/70433/18111/22255/21367/19130/13544/94187/16392",16
"GO:0000902","cell morphogenesis","19/81","1135/29008",2.36057947158877e-10,6.67706764820824e-08,4.59336817479078e-08,"16870/12891/22152/20194/19280/72333/18186/269587/22253/20679/18053/54725/71751/19649/70433/21367/19130/22003/16392",19
"GO:0048666","neuron development","20/81","1292/29008",2.86277368705353e-10,7.08536487545748e-08,4.87424888295693e-08,"16870/18013/12891/22152/18012/140489/19280/18186/22253/14585/243914/18053/71751/19649/70433/50785/21367/330166/12877/16392",20
"GO:0040011","locomotion","22/81","1934/29008",9.6372497012187e-09,2.12019493426811e-06,1.45854983782187e-06,"14174/16870/22152/20604/72333/18186/22253/14585/18053/54725/19649/70433/170729/21367/19130/259302/100317/22325/22003/20195/12877/16392",22
"GO:0032989","cellular component morphogenesis","15/81","848/29008",1.16414112581437e-08,2.30499942911246e-06,1.58568275453031e-06,"16870/12891/22152/19280/18186/22253/18053/71751/19649/70433/21367/19130/100317/22003/16392",15
