"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060429","epithelium development","13/43","1227/29008",1.45774498912684e-08,6.42997491062852e-06,4.19923960820876e-06,"65100/11878/108655/15903/67122/14634/240725/18991/13389/21804/12443/20675/320790",13
"GO:0045892","negative regulation of transcription, DNA-templated","13/43","1237/29008",1.60478979418986e-08,6.42997491062852e-06,4.19923960820876e-06,"20664/97165/18140/11878/108655/15903/67122/12795/14634/104383/18991/12443/20675",13
"GO:1903507","negative regulation of nucleic acid-templated transcription","13/43","1241/29008",1.66727716391473e-08,6.42997491062852e-06,4.19923960820876e-06,"20664/97165/18140/11878/108655/15903/67122/12795/14634/104383/18991/12443/20675",13
"GO:1902679","negative regulation of RNA biosynthetic process","13/43","1242/29008",1.68323950540014e-08,6.42997491062852e-06,4.19923960820876e-06,"20664/97165/18140/11878/108655/15903/67122/12795/14634/104383/18991/12443/20675",13
"GO:0051253","negative regulation of RNA metabolic process","13/43","1350/29008",4.49178638392811e-08,1.37268991892843e-05,8.96465998308179e-06,"20664/97165/18140/11878/108655/15903/67122/12795/14634/104383/18991/12443/20675",13
"GO:0007417","central nervous system development","11/43","949/29008",9.56188437128626e-08,2.10948825645581e-05,1.37764870978238e-05,"20664/65100/11878/108655/15903/14634/225908/18991/13389/20675/320790",11
"GO:0000122","negative regulation of transcription by RNA polymerase II","11/43","950/29008",9.66388599161694e-08,2.10948825645581e-05,1.37764870978238e-05,"20664/18140/11878/108655/15903/67122/12795/14634/18991/12443/20675",11
"GO:0045934","negative regulation of nucleobase-containing compound metabolic process","13/43","1459/29008",1.11028303274551e-07,2.12064059254393e-05,1.3849319934773e-05,"20664/97165/18140/11878/108655/15903/67122/12795/14634/104383/18991/12443/20675",13
"GO:2000113","negative regulation of cellular macromolecule biosynthetic process","13/43","1482/29008",1.33080941329098e-07,2.25941864834291e-05,1.47556412140333e-05,"20664/97165/18140/11878/108655/15903/67122/12795/14634/104383/18991/12443/20675",13
"GO:0010558","negative regulation of macromolecule biosynthetic process","13/43","1498/29008",1.50673349026251e-07,2.30228877312112e-05,1.5035614197567e-05,"20664/97165/18140/11878/108655/15903/67122/12795/14634/104383/18991/12443/20675",13
"GO:0031327","negative regulation of cellular biosynthetic process","13/43","1558/29008",2.36885980293699e-07,3.29056161717065e-05,2.14897520878877e-05,"20664/97165/18140/11878/108655/15903/67122/12795/14634/104383/18991/12443/20675",13
"GO:0009890","negative regulation of biosynthetic process","13/43","1602/29008",3.2599557068988e-07,4.15101026678447e-05,2.71091053521058e-05,"20664/97165/18140/11878/108655/15903/67122/12795/14634/104383/18991/12443/20675",13
"GO:0030900","forebrain development","7/43","400/29008",1.88979160585986e-06,0.000214112756728025,0.000139831147270714,"20664/65100/11878/14634/18991/20675/320790",7
"GO:0010001","glial cell differentiation","6/43","255/29008",2.01969844489931e-06,0.000214112756728025,0.000139831147270714,"20664/14634/225908/18991/11923/13389",6
"GO:0009790","embryo development","11/43","1297/29008",2.10189224536674e-06,0.000214112756728025,0.000139831147270714,"65100/108655/15903/67122/14634/26357/240725/21973/13389/21804/320790",11
"GO:0051240","positive regulation of multicellular organismal process","12/43","1657/29008",3.39234956748305e-06,0.000323969383694632,0.000211575486182496,"97165/11878/108655/15107/14634/225908/240725/13389/21804/12443/320790/15464",12
"GO:0045165","cell fate commitment","6/43","288/29008",4.0706181705731e-06,0.000365876739096218,0.000238944026359337,"20664/11878/14634/11923/13389/21804",6
"GO:0048729","tissue morphogenesis","8/43","688/29008",6.69612702634246e-06,0.000543475655831503,0.000354928989892715,"65100/108655/67122/14634/240725/14537/21804/320790",8
"GO:0010557","positive regulation of macromolecule biosynthetic process","12/43","1772/29008",6.75787791937078e-06,0.000543475655831503,0.000354928989892715,"20664/18768/97165/108655/14634/225908/21973/18991/21804/18521/20675/320790",12
"GO:0045935","positive regulation of nucleobase-containing compound metabolic process","12/43","1847/29008",1.02999138389797e-05,0.000713891992298893,0.000466223207976957,"20664/18768/97165/108655/14634/225908/21973/18991/21804/18521/20675/320790",12
"GO:0045893","positive regulation of transcription, DNA-templated","11/43","1538/29008",1.07179917945496e-05,0.000713891992298893,0.000466223207976957,"20664/97165/108655/14634/225908/21973/18991/21804/18521/20675/320790",11
"GO:1903508","positive regulation of nucleic acid-templated transcription","11/43","1538/29008",1.07179917945496e-05,0.000713891992298893,0.000466223207976957,"20664/97165/108655/14634/225908/21973/18991/21804/18521/20675/320790",11
"GO:1902680","positive regulation of RNA biosynthetic process","11/43","1540/29008",1.08500068333706e-05,0.000713891992298893,0.000466223207976957,"20664/97165/108655/14634/225908/21973/18991/21804/18521/20675/320790",11
"GO:0042063","gliogenesis","6/43","344/29008",1.12129632298255e-05,0.000713891992298893,0.000466223207976957,"20664/14634/225908/18991/11923/13389",6
"GO:0031328","positive regulation of cellular biosynthetic process","12/43","1891/29008",1.30649249849943e-05,0.000798528215082853,0.00052149679519051,"20664/18768/97165/108655/14634/225908/21973/18991/21804/18521/20675/320790",12
"GO:0009891","positive regulation of biosynthetic process","12/43","1937/29008",1.66348261497323e-05,0.000977615936799653,0.000638454056273127,"20664/18768/97165/108655/14634/225908/21973/18991/21804/18521/20675/320790",12
"GO:0045595","regulation of cell differentiation","11/43","1672/29008",2.34019754014259e-05,0.00131292057184535,0.000857432283073431,"20664/97165/108655/15903/67122/14634/11923/13389/21804/12443/320790",11
"GO:0051254","positive regulation of RNA metabolic process","11/43","1677/29008",2.40587539343389e-05,0.00131292057184535,0.000857432283073431,"20664/97165/108655/14634/225908/21973/18991/21804/18521/20675/320790",11
"GO:0050678","regulation of epithelial cell proliferation","6/43","403/29008",2.7346527511999e-05,0.00144087910477016,0.000940998478452817,"97165/18140/108655/67122/240725/12443",6
"GO:0048870","cell motility","11/43","1739/29008",3.36384743774956e-05,0.00165805125318752,0.00108282763021616,"20664/97165/15529/11878/108655/14634/240725/11923/17909/14537/219140",11
"GO:0051674","localization of cell","11/43","1739/29008",3.36384743774956e-05,0.00165805125318752,0.00108282763021616,"20664/97165/15529/11878/108655/14634/240725/11923/17909/14537/219140",11
"GO:0009792","embryo development ending in birth or egg hatching","8/43","870/29008",3.62305561764608e-05,0.001730009057426,0.00112982129129226,"65100/108655/67122/14634/26357/240725/13389/320790",8
"GO:0030855","epithelial cell differentiation","7/43","656/29008",4.65269783250883e-05,0.002154340087295,0.00140694020581128,"11878/108655/15903/18991/21804/12443/20675",7
"GO:2000026","regulation of multicellular organismal development","10/43","1503/29008",5.39938059789356e-05,0.00242654516281805,0.00158470984730746,"13032/97165/108655/67122/14634/225908/240725/13389/12443/320790",10
"GO:0007420","brain development","7/43","676/29008",5.62219055555632e-05,0.00245448776254001,0.00160295838997515,"20664/65100/11878/14634/18991/20675/320790",7
"GO:0050673","epithelial cell proliferation","6/43","471/29008",6.50365549644104e-05,0.00276044044404498,0.00180276766392576,"97165/18140/108655/67122/240725/12443",6
"GO:0022008","neurogenesis","11/43","1879/29008",6.81610341785956e-05,0.0028148664925647,0.00183831181796042,"20664/97165/15529/11878/108655/14634/225908/18991/11923/13389/320790",11
"GO:0016477","cell migration","10/43","1556/29008",7.22218966203214e-05,0.00290408047462766,0.0018965750137414,"20664/97165/15529/11878/108655/14634/240725/11923/14537/219140",10
"GO:0045944","positive regulation of transcription by RNA polymerase II","9/43","1249/29008",7.41379854046766e-05,0.00290468824867553,0.00189697193424112,"20664/97165/108655/14634/21973/18991/18521/20675/320790",9
"GO:0021517","ventral spinal cord development","3/43","57/29008",8.39509200630478e-05,0.00319230967223114,0.00208480956825236,"20664/108655/14634",3
"GO:0045596","negative regulation of cell differentiation","7/43","723/29008",8.5657523927668e-05,0.00319230967223114,0.00208480956825236,"108655/15903/67122/14634/13389/21804/12443",7
"GO:0040011","locomotion","11/43","1934/29008",8.83971981378549e-05,0.00321094789365229,0.00209698167758499,"20664/97165/15529/11878/108655/14634/240725/11923/17909/14537/219140",11
"GO:0030097","hemopoiesis","8/43","991/29008",9.03604446512097e-05,0.00321094789365229,0.00209698167758499,"97165/108655/98386/67122/14634/21973/230721/320790",8
"GO:0060322","head development","7/43","734/29008",9.41075482420719e-05,0.0032680984934974,0.00213430516108814,"20664/65100/11878/14634/18991/20675/320790",7
"GO:0051093","negative regulation of developmental process","8/43","1003/29008",9.82338797157896e-05,0.00333558596012726,0.0021783793677326,"108655/15903/67122/14634/240725/13389/21804/12443",8
"GO:0048534","hematopoietic or lymphoid organ development","8/43","1042/29008",0.000127872092124886,0.00424757732101794,0.00277397582000896,"97165/108655/98386/67122/14634/21973/230721/320790",8
"GO:0032386","regulation of intracellular transport","5/43","335/29008",0.00013387957349108,0.00428846327610147,0.00280067731175544,"215280/19250/12795/14634/15464",5
"GO:0060579","ventral spinal cord interneuron fate commitment","2/43","12/29008",0.000140329295683949,0.00428846327610147,0.00280067731175544,"20664/14634",2
"GO:0060581","cell fate commitment involved in pattern specification","2/43","12/29008",0.000140329295683949,0.00428846327610147,0.00280067731175544,"20664/14634",2
"GO:0060872","semicircular canal development","2/43","12/29008",0.000140329295683949,0.00428846327610147,0.00280067731175544,"14634/320790",2
"GO:0051960","regulation of nervous system development","6/43","550/29008",0.000151902378686191,0.00455111440455884,0.00297220753342641,"13032/97165/14634/225908/13389/320790",6
"GO:0002520","immune system development","8/43","1106/29008",0.00019240334586271,0.00556769188706872,0.00363610630265992,"97165/108655/98386/67122/14634/21973/230721/320790",8
"GO:0021514","ventral spinal cord interneuron differentiation","2/43","14/29008",0.000193120202889164,0.00556769188706872,0.00363610630265992,"20664/14634",2
"GO:0002009","morphogenesis of an epithelium","6/43","582/29008",0.000206219776640787,0.00583525590198374,0.00381084499523325,"65100/108655/67122/14634/240725/21804",6
"GO:0043009","chordate embryonic development","7/43","854/29008",0.00023909018578692,0.00664236007058933,0.00433794250958851,"65100/108655/67122/14634/240725/13389/320790",7
"GO:0050679","positive regulation of epithelial cell proliferation","4/43","215/29008",0.000288727356303902,0.00787813215057789,0.00514499123639284,"97165/108655/67122/12443",4
"GO:0021675","nerve development","3/43","87/29008",0.000294844359865269,0.00790389792761632,0.00516181815609002,"14634/240725/320790",3
"GO:0033157","regulation of intracellular protein transport","4/43","224/29008",0.000337308774627695,0.00888634151088135,0.00580342501537305,"215280/19250/12795/14634",4
