"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001892","embryonic placenta development","9/56","114/29008",1.05232931338434e-12,9.68391661041471e-10,7.03814215559956e-10,"16669/17173/15110/56096/13984/12606/14622/22329/22113",9
"GO:0001890","placenta development","10/56","174/29008",1.30363267824005e-12,9.68391661041471e-10,7.03814215559956e-10,"16669/17173/14620/15110/56096/13984/12606/14622/22329/22113",10
"GO:0009790","embryo development","19/56","1297/29008",1.75645404058308e-12,9.68391661041471e-10,7.03814215559956e-10,"16669/17703/17173/13710/15110/56096/21420/13984/12606/14622/18590/22329/22113/17886/14175/21415/232174/140570/20460",19
"GO:0001701","in utero embryonic development","13/56","556/29008",3.64993790273789e-11,1.50924932278212e-08,1.09690239077018e-08,"16669/17173/13710/15110/56096/21420/13984/12606/14622/22329/22113/17886/20460",13
"GO:0043009","chordate embryonic development","14/56","854/29008",6.09231023072259e-10,2.01533622432303e-07,1.46471963862846e-07,"16669/17173/13710/15110/56096/21420/13984/12606/14622/22329/22113/17886/140570/20460",14
"GO:0009792","embryo development ending in birth or egg hatching","14/56","870/29008",7.74267363424166e-10,2.13439703183928e-07,1.55125145443929e-07,"16669/17173/13710/15110/56096/21420/13984/12606/14622/22329/22113/17886/140570/20460",14
"GO:0048608","reproductive structure development","11/56","480/29008",1.73032138419824e-09,3.90065026919929e-07,2.8349408817066e-07,"16669/17173/19116/14620/15110/56096/13984/12606/14622/22329/22113",11
"GO:0061458","reproductive system development","11/56","484/29008",1.88665067434065e-09,3.90065026919929e-07,2.8349408817066e-07,"16669/17173/19116/14620/15110/56096/13984/12606/14622/22329/22113",11
"GO:0048568","embryonic organ development","11/56","524/29008",4.3039376966105e-09,7.90968105577084e-07,5.74865128599905e-07,"16669/17173/15110/56096/13984/12606/14622/18590/22329/22113/20460",11
"GO:0003006","developmental process involved in reproduction","14/56","1114/29008",1.79890898332765e-08,2.97539545842393e-06,2.16247795680018e-06,"16669/17173/19116/14620/15110/56096/13984/14595/12606/14622/22329/22113/18617/232174",14
