"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030182","neuron differentiation","58/152","1570/29008",4.51461373206527e-34,1.33768004881094e-30,8.94843963945148e-31,"18121/16876/18186/18996/18040/22253/14585/18039/18053/20257/27140/19649/16574/13844/319504/20563/14758/67269/22255/75770/11735/26913/17967/104318/225631/93691/52822/20677/13193/19242/18072/26419/21417/19055/12934/330863/93686/15572/20614/17756/23966/14561/19130/71436/17754/13175/319974/13544/12484/56177/56013/18212/56320/12558/269116/76884/27528/20429",58
"GO:0048699","generation of neurons","59/152","1750/29008",1.47333183454622e-32,2.18274111288022e-29,1.46014939181607e-29,"18121/16876/18186/18996/18040/22253/14585/22151/18039/18053/20257/27140/19649/16574/13844/319504/20563/14758/67269/22255/75770/11735/26913/17967/104318/225631/93691/52822/20677/13193/19242/18072/26419/21417/19055/12934/330863/93686/15572/20614/17756/23966/14561/19130/71436/17754/13175/319974/13544/12484/56177/56013/18212/56320/12558/269116/76884/27528/20429",59
"GO:0022008","neurogenesis","60/152","1879/29008",7.07029622250371e-32,6.98309590242617e-29,4.67135711823666e-29,"18121/16876/18186/18996/18040/22253/14585/22151/18039/18053/20257/27140/19649/16574/13844/319504/20563/14758/67269/17391/22255/75770/11735/26913/17967/104318/225631/93691/52822/20677/13193/19242/18072/26419/21417/19055/12934/330863/93686/15572/20614/17756/23966/14561/19130/71436/17754/13175/319974/13544/12484/56177/56013/18212/56320/12558/269116/76884/27528/20429",60
"GO:0048666","neuron development","49/152","1292/29008",6.60294438729757e-29,4.89113105489067e-26,3.27193270560035e-26,"18121/18186/18996/18040/22253/14585/18039/18053/20257/19649/16574/13844/319504/20563/14758/67269/75770/11735/26913/17967/225631/93691/52822/13193/19242/18072/26419/19055/12934/330863/93686/15572/20614/17756/23966/71436/17754/13175/319974/12484/56177/56013/18212/56320/12558/269116/76884/27528/20429",49
"GO:0031175","neuron projection development","45/152","1132/29008",2.82717561573138e-27,1.67538426988242e-24,1.12075193356257e-24,"18121/18186/18996/18040/22253/14585/18039/18053/20257/19649/16574/13844/319504/20563/14758/75770/11735/26913/17967/93691/52822/13193/19242/26419/19055/12934/330863/93686/15572/20614/17756/71436/17754/13175/319974/12484/56177/56013/18212/56320/12558/269116/76884/27528/20429",45
"GO:0120036","plasma membrane bounded cell projection organization","50/152","1630/29008",2.43883601589716e-25,1.10380190046892e-22,7.38390670402677e-23,"18121/18186/18996/18040/22253/14585/18039/18053/20257/19649/16574/13844/319504/20563/14758/75770/11735/26913/13589/17967/104318/225631/93691/52822/13193/19242/26419/19055/12934/330863/93686/15572/20614/17756/71436/17754/13175/319974/12484/56177/56013/18212/56320/12558/22325/269116/76884/12727/27528/20429",50
"GO:0048667","cell morphogenesis involved in neuron differentiation","35/152","657/29008",2.93149084676726e-25,1.10380190046892e-22,7.38390670402677e-23,"18121/18186/18040/22253/18039/18053/19649/16574/13844/319504/20563/75770/11735/17967/93691/52822/13193/19242/26419/19055/12934/93686/15572/17756/71436/17754/13175/319974/56177/56013/18212/56320/12558/269116/20429",35
"GO:0048812","neuron projection morphogenesis","36/152","710/29008",2.9802278784176e-25,1.10380190046892e-22,7.38390670402677e-23,"18121/18186/18040/22253/18039/18053/19649/16574/13844/319504/20563/75770/11735/17967/93691/52822/13193/19242/26419/19055/12934/93686/15572/17756/71436/17754/13175/319974/56177/56013/18212/56320/12558/269116/76884/20429",36
"GO:0120039","plasma membrane bounded cell projection morphogenesis","36/152","725/29008",6.07289847480292e-25,1.99933313120456e-22,1.33745822550338e-22,"18121/18186/18040/22253/18039/18053/19649/16574/13844/319504/20563/75770/11735/17967/93691/52822/13193/19242/26419/19055/12934/93686/15572/17756/71436/17754/13175/319974/56177/56013/18212/56320/12558/269116/76884/20429",36
"GO:0048858","cell projection morphogenesis","36/152","730/29008",7.67122024929633e-25,2.2729825598665e-22,1.52051660309737e-22,"18121/18186/18040/22253/18039/18053/19649/16574/13844/319504/20563/75770/11735/17967/93691/52822/13193/19242/26419/19055/12934/93686/15572/17756/71436/17754/13175/319974/56177/56013/18212/56320/12558/269116/76884/20429",36
"GO:0030030","cell projection organization","50/152","1677/29008",8.69598515560629e-25,2.32338481292423e-22,1.55423329937166e-22,"18121/18186/18996/18040/22253/14585/18039/18053/20257/19649/16574/13844/319504/20563/14758/75770/11735/26913/13589/17967/104318/225631/93691/52822/13193/19242/26419/19055/12934/330863/93686/15572/20614/17756/71436/17754/13175/319974/12484/56177/56013/18212/56320/12558/22325/269116/76884/12727/27528/20429",50
"GO:0032989","cellular component morphogenesis","38/152","848/29008",9.40959087245721e-25,2.32338481292423e-22,1.55423329937166e-22,"18121/18186/18040/22253/18039/18053/19649/16574/13844/319504/20563/75770/11735/17967/93691/52822/13193/19242/26419/19055/12934/93686/15572/17756/23966/19130/71436/17754/13175/319974/56177/56013/18212/56320/12558/269116/76884/20429",38
"GO:0032990","cell part morphogenesis","36/152","753/29008",2.19705994939867e-24,5.00760663851405e-22,3.34984929936656e-22,"18121/18186/18040/22253/18039/18053/19649/16574/13844/319504/20563/75770/11735/17967/93691/52822/13193/19242/26419/19055/12934/93686/15572/17756/71436/17754/13175/319974/56177/56013/18212/56320/12558/269116/76884/20429",36
"GO:0000904","cell morphogenesis involved in differentiation","37/152","828/29008",4.73627346955791e-24,1.00239844930715e-21,6.70556612268988e-22,"18121/72333/18186/18040/22253/18039/18053/19649/16574/13844/319504/20563/75770/11735/17967/93691/52822/13193/19242/26419/19055/12934/93686/15572/17756/19130/71436/17754/13175/319974/56177/56013/18212/56320/12558/269116/20429",37
"GO:0061564","axon development","31/152","530/29008",1.3883709031365e-23,2.74249532399563e-21,1.83459818288142e-21,"18121/18186/18040/22253/18039/18053/19649/16574/13844/319504/20563/75770/11735/17967/93691/52822/13193/19242/12934/17756/71436/17754/13175/319974/56177/18212/56320/12558/269116/27528/20429",31
"GO:0007409","axonogenesis","29/152","487/29008",2.66447955941445e-22,4.93428308409064e-20,3.30079934893251e-20,"18121/18186/18040/22253/18039/18053/19649/16574/13844/319504/20563/75770/11735/17967/93691/52822/13193/12934/17756/71436/17754/13175/319974/56177/18212/56320/12558/269116/20429",29
"GO:0000902","cell morphogenesis","38/152","1135/29008",2.42383082835612e-20,4.22459455554069e-18,2.82605167169942e-18,"18121/72333/18186/18040/22253/18039/18053/19649/16574/13844/319504/20563/75770/11735/17967/93691/52822/13193/19242/26419/19055/12934/93686/15572/17756/19130/71436/17754/13175/319974/56177/56013/18212/56320/12558/269116/76884/20429",38
"GO:0040011","locomotion","47/152","1934/29008",1.4495694196463e-19,2.38615232800666e-17,1.59622176444093e-17,"18121/72333/18186/18996/22253/14585/22151/18039/18053/27140/19649/16574/13844/16423/319504/20563/11735/13589/17967/225631/93691/52822/13193/19242/18072/26419/78784/19055/12934/93686/19130/71436/13175/319974/15502/12484/56177/56013/18212/13134/18754/56320/12558/22325/269116/23805/18993",47
"GO:0007417","central nervous system development","32/152","949/29008",3.14356831941578e-17,4.90231206864682e-15,3.27941226895286e-15,"18121/18186/18996/22253/18053/27140/13844/319504/20563/67269/22255/17967/104318/20677/13193/19242/18072/21417/12934/93686/15572/17756/23966/14561/19130/17537/13175/13544/18212/72475/12558/18993",32
"GO:0010975","regulation of neuron projection development","24/152","550/29008",1.63283467661631e-15,2.41904457340706e-13,1.61822510319395e-13,"18186/18040/18039/18053/20257/13844/319504/20563/75770/52822/13193/19242/19055/12934/330863/15572/20614/17756/12484/56013/18212/56320/12558/20429",24
"GO:0048870","cell motility","38/152","1739/29008",2.94018788248111e-14,3.82459316756346e-12,2.55846987744356e-12,"18121/72333/18186/18996/22253/14585/22151/18053/27140/19649/13844/16423/20563/13589/225631/52822/13193/19242/18072/26419/78784/19055/93686/19130/71436/13175/319974/15502/12484/56177/56013/18212/13134/18754/12558/22325/23805/18993",38
"GO:0051674","localization of cell","38/152","1739/29008",2.94018788248111e-14,3.82459316756346e-12,2.55846987744356e-12,"18121/72333/18186/18996/22253/14585/22151/18053/27140/19649/13844/16423/20563/13589/225631/52822/13193/19242/18072/26419/78784/19055/93686/19130/71436/13175/319974/15502/12484/56177/56013/18212/13134/18754/12558/22325/23805/18993",38
"GO:0016477","cell migration","36/152","1556/29008",2.96880333627943e-14,3.82459316756346e-12,2.55846987744356e-12,"18121/72333/18186/18996/22253/14585/22151/18053/27140/19649/13844/16423/20563/13589/225631/52822/13193/19242/18072/26419/19055/93686/19130/71436/13175/319974/12484/56177/56013/18212/13134/18754/12558/22325/23805/18993",36
"GO:0060322","head development","25/152","734/29008",1.09685857325246e-13,1.35416331356127e-11,9.05870479576484e-12,"18121/18511/18186/18996/22253/13844/20563/67269/22255/17967/104318/13193/18072/12934/93686/15572/19130/17537/71436/13175/13544/18212/72475/12558/18993",25
"GO:0120035","regulation of plasma membrane bounded cell projection organization","25/152","737/29008",1.2010757679984e-13,1.4235150002317e-11,9.52263440480414e-12,"18186/18040/18039/18053/20257/13844/319504/20563/75770/52822/13193/19242/19055/12934/330863/15572/20614/17756/319974/12484/56013/18212/56320/12558/20429",25
"GO:0031344","regulation of cell projection organization","25/152","753/29008",1.93507675927988e-13,2.20524324528704e-11,1.47520224199353e-11,"18186/18040/18039/18053/20257/13844/319504/20563/75770/52822/13193/19242/19055/12934/330863/15572/20614/17756/319974/12484/56013/18212/56320/12558/20429",25
