"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007049","cell cycle","36/95","1722/29008",3.19595462341397e-20,7.23883722203264e-17,5.03278749118663e-17,"18508/21423/108912/14793/12444/16319/16475/20878/16906/20460/12449/66977/68026/68298/17215/110033/12227/22445/26934/11799/14235/381293/71988/27050/68275/14694/22350/52276/12428/381280/268697/18817/67177/72117/20377/12445",36
"GO:0022402","cell cycle process","29/95","1146/29008",2.50020473479255e-18,2.83148186215256e-15,1.96858225434192e-15,"18508/21423/108912/12444/16319/20878/16906/20460/12449/66977/68026/68298/17215/110033/26934/11799/14235/381293/71988/27050/22350/52276/12428/268697/18817/67177/72117/20377/12445",29
"GO:1903047","mitotic cell cycle process","24/95","700/29008",4.04093590334811e-18,3.05090660702782e-15,2.12113688119606e-15,"18508/21423/108912/12444/16319/20878/16906/20460/12449/66977/68298/17215/110033/26934/11799/14235/381293/52276/12428/268697/18817/67177/72117/12445",24
"GO:0000278","mitotic cell cycle","25/95","847/29008",2.44399956526442e-17,1.38391475383098e-14,9.62164039377781e-15,"18508/21423/108912/12444/16319/20878/16906/20460/12449/66977/68298/17215/110033/12227/26934/11799/14235/381293/52276/12428/268697/18817/67177/72117/12445",25
"GO:0007059","chromosome segregation","16/95","338/29008",1.94521363361129e-14,8.81181776025915e-12,6.1263991492263e-12,"108912/16319/66977/68298/110033/26934/11799/381293/71988/27050/52276/381280/268697/18817/67177/72117",16
"GO:0000819","sister chromatid segregation","13/95","188/29008",5.13801459187479e-14,1.93960050843273e-11,1.34850347884995e-11,"16319/66977/68298/110033/26934/11799/381293/71988/52276/268697/18817/67177/72117",13
"GO:0051301","cell division","19/95","621/29008",1.442395169333e-13,4.66717865505607e-11,3.2448468771762e-11,"18508/108912/14793/12444/16319/20878/12449/66977/68298/26934/11799/381293/27050/52276/12428/268697/18817/67177/12445",19
"GO:0000070","mitotic sister chromatid segregation","12/95","159/29008",1.78364409959039e-13,5.0499423569653e-11,3.51096259603582e-11,"16319/66977/68298/110033/26934/11799/381293/52276/268697/18817/67177/72117",12
"GO:0140014","mitotic nuclear division","14/95","278/29008",4.0602660012636e-13,1.02183361031801e-10,7.10427828993023e-11,"108912/16319/20878/66977/68298/110033/26934/11799/381293/52276/268697/18817/67177/72117",14
"GO:0098813","nuclear chromosome segregation","13/95","273/29008",5.99377894070135e-12,1.35759093006886e-09,9.43862452135707e-10,"16319/66977/68298/110033/26934/11799/381293/71988/52276/268697/18817/67177/72117",13
"GO:0051726","regulation of cell cycle","21/95","1003/29008",9.0663159177708e-12,1.86683686852281e-09,1.29791469980719e-09,"21423/108912/12444/16319/20878/16906/20460/12449/68026/12227/26934/11799/14235/381293/14694/12428/268697/18817/67177/20377/12445",21
"GO:0000280","nuclear division","14/95","442/29008",1.97141561621916e-10,3.72104697561366e-08,2.58705066830163e-08,"108912/16319/20878/66977/68298/110033/26934/11799/381293/52276/268697/18817/67177/72117",14
