"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903047","mitotic cell cycle process","31/137","700/29008",1.81173984351386e-21,4.86995669936525e-18,3.43849151353209e-18,"14184/108912/18508/20460/14235/66977/67177/77011/52276/67203/12444/16906/51944/26934/17345/68298/381293/110033/21423/18817/268697/17215/11799/12428/20878/72117/16319/209334/12449/15902/12445",31
"GO:0000278","mitotic cell cycle","32/137","847/29008",4.22770437307419e-20,5.68203467741171e-17,4.01186893929093e-17,"14184/108912/18508/20460/14235/66977/67177/77011/52276/67203/12444/16906/51944/26934/17345/68298/381293/110033/21423/18817/268697/17215/11799/12428/20878/72117/16319/209334/12449/21858/15902/12445",32
"GO:0007049","cell cycle","42/137","1722/29008",2.59456446159591e-19,2.32472975758994e-16,1.64140341202015e-16,"14184/108912/18508/20460/14235/208836/66977/67177/77011/52276/67203/12444/16906/68026/51944/26934/17345/68298/71988/381293/110033/381280/21423/18817/68275/268697/17215/11799/16475/12428/20878/14694/72117/16319/14793/209334/20377/12449/22350/21858/15902/12445",42
"GO:0022402","cell cycle process","35/137","1146/29008",4.83324326420114e-19,3.24793947354317e-16,2.29324673825123e-16,"14184/108912/18508/20460/14235/66977/67177/77011/52276/67203/12444/16906/68026/51944/26934/17345/68298/71988/381293/110033/21423/18817/268697/17215/11799/12428/20878/72117/16319/209334/20377/12449/22350/15902/12445",35
"GO:0140014","mitotic nuclear division","19/137","278/29008",7.68307653764995e-17,4.13042194664061e-14,2.91633410471218e-14,"14184/108912/66977/67177/52276/67203/51944/26934/17345/68298/381293/110033/18817/268697/11799/20878/72117/16319/209334",19
"GO:0007059","chromosome segregation","19/137","338/29008",2.79196617307146e-15,1.25080084553601e-12,8.83142984218919e-13,"108912/66977/67177/52276/67203/51944/26934/17345/68298/71988/381293/110033/381280/18817/268697/11799/72117/16319/209334",19
"GO:0000819","sister chromatid segregation","15/137","188/29008",1.65491196611969e-14,6.35486194989961e-12,4.48692672919368e-12,"66977/67177/52276/51944/26934/68298/71988/381293/110033/18817/268697/11799/72117/16319/209334",15
"GO:0000070","mitotic sister chromatid segregation","14/137","159/29008",3.2727659959144e-14,1.09964937462724e-11,7.76420669820218e-12,"66977/67177/52276/51944/26934/68298/381293/110033/18817/268697/11799/72117/16319/209334",14
"GO:0051726","regulation of cell cycle","27/137","1003/29008",1.92883552701293e-13,5.76078877401195e-11,4.06747421661323e-11,"14184/108912/20460/14235/67177/77011/12444/16906/68026/51944/26934/17345/381293/21423/18817/268697/11799/12428/20878/14694/16319/209334/20377/12449/21858/15902/12445",27
"GO:0000280","nuclear division","19/137","442/29008",3.43939779823583e-13,9.24510128165792e-11,6.52761497917811e-11,"14184/108912/66977/67177/52276/67203/51944/26934/17345/68298/381293/110033/18817/268697/11799/20878/72117/16319/209334",19
