"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009952","anterior/posterior pattern specification","10/72","232/29008",3.06483846661163e-10,4.77148983555065e-07,3.20051577835584e-07,"20319/18530/18508/103889/17127/70122/93840/12614/18845/15416",10
"GO:0048699","generation of neurons","21/72","1750/29008",8.60593249477471e-10,4.77148983555065e-07,3.20051577835584e-07,"20319/18508/18992/13865/244058/15904/16873/243914/76982/225207/270120/100102/59009/93840/12614/270190/18845/23966/140489/12558/20689",21
"GO:0007420","brain development","14/72","676/29008",1.04817128339178e-09,4.77148983555065e-07,3.20051577835584e-07,"20319/18508/18992/103889/13865/18993/15904/16873/270190/94187/18845/12558/20689/17537",14
"GO:0007417","central nervous system development","16/72","949/29008",1.12402587409909e-09,4.77148983555065e-07,3.20051577835584e-07,"20319/18508/18992/103889/13865/18993/15904/16873/270190/94187/18845/23966/15416/12558/20689/17537",16
"GO:0007389","pattern specification process","12/72","482/29008",2.40864903908346e-09,6.52558324737948e-07,4.37708826090422e-07,"20319/18530/18508/103889/13865/17127/70122/93840/12614/18845/15416/17537",12
"GO:0003002","regionalization","11/72","379/29008",2.4287396032575e-09,6.52558324737948e-07,4.37708826090422e-07,"20319/18530/18508/103889/13865/17127/70122/93840/12614/18845/15416",11
"GO:0060322","head development","14/72","734/29008",3.004452363439e-09,6.52558324737948e-07,4.37708826090422e-07,"20319/18508/18992/103889/13865/18993/15904/16873/270190/94187/18845/12558/20689/17537",14
"GO:0022008","neurogenesis","21/72","1879/29008",3.07447973963697e-09,6.52558324737948e-07,4.37708826090422e-07,"20319/18508/18992/13865/244058/15904/16873/243914/76982/225207/270120/100102/59009/93840/12614/270190/18845/23966/140489/12558/20689",21
"GO:0009887","animal organ morphogenesis","16/72","1131/29008",1.35265530020359e-08,2.5520096663841e-06,1.71178132727518e-06,"20319/18508/103889/15904/17127/268396/270120/70122/93840/12614/270190/15416/140489/12558/94275/17537",16
"GO:0061351","neural precursor cell proliferation","8/72","197/29008",3.23798361315639e-08,5.49809617513956e-06,3.68789291519497e-06,"18508/18992/18993/15904/16873/270190/94187/12558",8
"GO:0030182","neuron differentiation","18/72","1570/29008",3.64475033468456e-08,5.6261691529949e-06,3.77379891112794e-06,"20319/18508/18992/244058/15904/16873/243914/76982/225207/270120/100102/93840/270190/18845/23966/140489/12558/20689",18
"GO:0060429","epithelium development","16/72","1227/29008",4.19546623587498e-08,5.93658472376309e-06,3.98201269054099e-06,"20319/18530/18508/103889/208177/244058/72333/18993/15904/17127/70122/93840/12614/18845/12558/94275",16
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","8/72","213/29008",5.92482720285854e-08,7.73873583881061e-06,5.19082027003477e-06,"18530/72333/270120/12614/23966/12558/12563/219228",8
"GO:0045893","positive regulation of transcription, DNA-templated","17/72","1538/29008",1.59284170649122e-07,1.62063214091319e-05,1.08705224503631e-05,"20319/18508/18992/103889/13865/244058/18993/15904/17127/16873/329003/225207/70122/94187/140489/94275/17537",17
"GO:1903508","positive regulation of nucleic acid-templated transcription","17/72","1538/29008",1.59284170649122e-07,1.62063214091319e-05,1.08705224503631e-05,"20319/18508/18992/103889/13865/244058/18993/15904/17127/16873/329003/225207/70122/94187/140489/94275/17537",17
"GO:0021543","pallium development","7/72","162/29008",1.61559407717961e-07,1.62063214091319e-05,1.08705224503631e-05,"18508/18992/13865/18993/15904/16873/12558",7
"GO:1902680","positive regulation of RNA biosynthetic process","17/72","1540/29008",1.62254101269283e-07,1.62063214091319e-05,1.08705224503631e-05,"20319/18508/18992/103889/13865/244058/18993/15904/17127/16873/329003/225207/70122/94187/140489/94275/17537",17
"GO:0016477","cell migration","17/72","1556/29008",1.87900079485236e-07,1.72367022610407e-05,1.15616588224202e-05,"20319/18508/18992/208177/13865/72333/18993/17127/270120/59009/13134/22325/93840/12614/270190/18845/12558",17
"GO:0002009","morphogenesis of an epithelium","11/72","582/29008",1.92872404569949e-07,1.72367022610407e-05,1.15616588224202e-05,"20319/18530/103889/208177/244058/15904/17127/70122/93840/12614/94275",11
"GO:0021537","telencephalon development","8/72","257/29008",2.49761489636717e-07,2.12047504701573e-05,1.4223259567733e-05,"18508/18992/13865/18993/15904/16873/12558/20689",8
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","6/72","112/29008",3.67488438506013e-07,2.97140651706291e-05,1.99309519029326e-05,"18530/72333/270120/12614/12558/12563",6
"GO:0051254","positive regulation of RNA metabolic process","17/72","1677/29008",5.38611613873448e-07,4.15710236525962e-05,2.78841036464627e-05,"20319/18508/18992/103889/13865/244058/18993/15904/17127/16873/329003/225207/70122/94187/140489/94275/17537",17
"GO:0048598","embryonic morphogenesis","11/72","661/29008",6.78238068839558e-07,5.00716626473726e-05,3.35859766812083e-05,"20319/18530/18508/103889/208177/244058/17127/93840/12614/23966/15416",11
"GO:0048870","cell motility","17/72","1739/29008",8.91416918916386e-07,6.05450371328009e-05,4.06110781586328e-05,"20319/18508/18992/208177/13865/72333/18993/17127/270120/59009/13134/22325/93840/12614/270190/18845/12558",17
"GO:0051674","localization of cell","17/72","1739/29008",8.91416918916386e-07,6.05450371328009e-05,4.06110781586328e-05,"20319/18508/18992/208177/13865/72333/18993/17127/270120/59009/13134/22325/93840/12614/270190/18845/12558",17
"GO:0048729","tissue morphogenesis","11/72","688/29008",1.00273147123456e-06,6.54860783906262e-05,4.39253219382912e-05,"20319/18530/103889/208177/244058/15904/17127/70122/93840/12614/94275",11
"GO:0010557","positive regulation of macromolecule biosynthetic process","17/72","1772/29008",1.15505337970884e-06,7.26400236572449e-05,4.87238891557491e-05,"20319/18508/18992/103889/13865/244058/18993/15904/17127/16873/329003/225207/70122/94187/140489/94275/17537",17
"GO:0048646","anatomical structure formation involved in morphogenesis","14/72","1213/29008",1.43258334432095e-06,8.68759470948919e-05,5.82727510735063e-05,"20319/18530/18508/208177/244058/17127/16873/270120/22325/93840/12614/270190/18845/23966",14
"GO:0021846","cell proliferation in forebrain","4/72","35/29008",1.72305867009195e-06,0.000100888055924694,6.7671487515045e-05,"18508/18992/18993/16873",4
"GO:0045935","positive regulation of nucleobase-containing compound metabolic process","17/72","1847/29008",2.0360374837874e-06,0.000115239721582367,7.72979844722094e-05,"20319/18508/18992/103889/13865/244058/18993/15904/17127/16873/329003/225207/70122/94187/140489/94275/17537",17
"GO:0060071","Wnt signaling pathway, planar cell polarity pathway","4/72","37/29008",2.16527118056158e-06,0.000118600982728825,7.95525778393082e-05,"20319/70122/93840/12614",4
"GO:0031328","positive regulation of cellular biosynthetic process","17/72","1891/29008",2.80141044898404e-06,0.000148649841949216,9.97080955855504e-05,"20319/18508/18992/103889/13865/244058/18993/15904/17127/16873/329003/225207/70122/94187/140489/94275/17537",17
"GO:0090175","regulation of establishment of planar polarity","4/72","42/29008",3.63537646394783e-06,0.000187056643508589,0.000125469771419188,"20319/70122/93840/12614",4
"GO:0040011","locomotion","17/72","1934/29008",3.79212375599095e-06,0.000187839227581001,0.000125994696077517,"20319/18508/18992/208177/13865/72333/18993/17127/270120/59009/13134/22325/93840/12614/270190/18845/12558",17
"GO:0009891","positive regulation of biosynthetic process","17/72","1937/29008",3.87183331291816e-06,0.000187839227581001,0.000125994696077517,"20319/18508/18992/103889/13865/244058/18993/15904/17127/16873/329003/225207/70122/94187/140489/94275/17537",17
"GO:0090179","planar cell polarity pathway involved in neural tube closure","3/72","14/29008",5.2330477609581e-06,0.000246825419391857,0.000165560166004581,"20319/93840/12614",3
"GO:0030902","hindbrain development","6/72","179/29008",5.6585240156374e-06,0.000259680372393306,0.000174182730723177,"18508/103889/16873/270190/94187/18845",6
"GO:0090178","regulation of establishment of planar polarity involved in neural tube closure","3/72","15/29008",6.52965065741546e-06,0.000291772284639249,0.000195708642972951,"20319/93840/12614",3
"GO:0030900","forebrain development","8/72","400/29008",6.75456321581618e-06,0.00029408329078092,0.000197258769217628,"18508/18992/13865/18993/15904/16873/12558/20689",8
"GO:0035282","segmentation","5/72","108/29008",7.47622714161182e-06,0.000317365842161422,0.000212875730716421,"20319/18530/17127/70122/18845",5
"GO:0090177","establishment of planar polarity involved in neural tube closure","3/72","16/29008",8.02217042387631e-06,0.000332235253164438,0.000222849509592662,"20319/93840/12614",3
"GO:0021987","cerebral cortex development","5/72","111/29008",8.54658523346171e-06,0.000345526231581381,0.000231764541919939,"18508/18992/13865/18993/12558",5
"GO:0021915","neural tube development","6/72","197/29008",9.78464380548159e-06,0.000386379655388552,0.000259167309609084,"20319/18508/244058/93840/12614/18845",6
"GO:0042249","establishment of planar polarity of embryonic epithelium","3/72","18/29008",1.1647825199734e-05,0.000449500163389733,0.00030150590588785,"20319/93840/12614",3
"GO:0035567","non-canonical Wnt signaling pathway","4/72","57/29008",1.24740896801138e-05,0.000470688983929628,0.000315718480324752,"20319/70122/93840/12614",4
