"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007417","central nervous system development","11/31","949/29008",2.01628885984749e-09,2.54858911884723e-06,1.67670336766265e-06,"17118/14561/13544/15902/72475/21417/384569/18111/19280/17536/12934",11
"GO:0045664","regulation of neuron differentiation","6/31","241/29008",1.91188009224798e-07,0.000120830821830073,7.94939617303109e-05,"14561/15902/21417/22129/12934/12484",6
"GO:0030182","neuron differentiation","11/31","1570/29008",3.49153241830365e-07,0.000147109899224527,9.67828284371888e-05,"17118/14561/13544/15902/319974/21417/384569/22129/19280/12934/12484",11
"GO:0048699","generation of neurons","11/31","1750/29008",1.02654914201929e-06,0.000324389528878096,0.000213414163735589,"17118/14561/13544/15902/319974/21417/384569/22129/19280/12934/12484",11
"GO:0000902","cell morphogenesis","9/31","1135/29008",1.92719248018757e-06,0.000346918675493054,0.000228235970719115,"17118/67220/269587/15902/319974/384569/22129/19280/12934",9
"GO:0022008","neurogenesis","11/31","1879/29008",2.06474208861112e-06,0.000346918675493054,0.000228235970719115,"17118/14561/13544/15902/319974/21417/384569/22129/19280/12934/12484",11
"GO:0045665","negative regulation of neuron differentiation","4/31","90/29008",2.55657502711628e-06,0.000346918675493054,0.000228235970719115,"14561/15902/22129/12484",4
"GO:0045893","positive regulation of transcription, DNA-templated","10/31","1538/29008",2.71278479662389e-06,0.000346918675493054,0.000228235970719115,"244579/13592/18071/13207/13544/15902/319974/72475/21417/17536",10
"GO:1903508","positive regulation of nucleic acid-templated transcription","10/31","1538/29008",2.71278479662389e-06,0.000346918675493054,0.000228235970719115,"244579/13592/18071/13207/13544/15902/319974/72475/21417/17536",10
"GO:1902680","positive regulation of RNA biosynthetic process","10/31","1540/29008",2.74460977447037e-06,0.000346918675493054,0.000228235970719115,"244579/13592/18071/13207/13544/15902/319974/72475/21417/17536",10
"GO:0045595","regulation of cell differentiation","10/31","1672/29008",5.71865365035747e-06,0.000570962146058985,0.00037563299082828,"17118/13207/14561/15902/21417/22129/19280/17536/12934/12484",10
"GO:0007420","brain development","7/31","676/29008",5.84633125941581e-06,0.000570962146058985,0.00037563299082828,"13544/15902/72475/18111/19280/17536/12934",7
"GO:0051254","positive regulation of RNA metabolic process","10/31","1677/29008",5.8722372616826e-06,0.000570962146058985,0.00037563299082828,"244579/13592/18071/13207/13544/15902/319974/72475/21417/17536",10
"GO:0045596","negative regulation of cell differentiation","7/31","723/29008",9.06005951528195e-06,0.00078948850793525,0.000519400334167928,"14561/15902/21417/22129/19280/17536/12484",7
"GO:0010557","positive regulation of macromolecule biosynthetic process","10/31","1772/29008",9.55723984096005e-06,0.00078948850793525,0.000519400334167928,"244579/13592/18071/13207/13544/15902/319974/72475/21417/17536",10
"GO:0060322","head development","7/31","734/29008",9.9935254169019e-06,0.00078948850793525,0.000519400334167928,"13544/15902/72475/18111/19280/17536/12934",7
"GO:0045935","positive regulation of nucleobase-containing compound metabolic process","10/31","1847/29008",1.37511870752239e-05,0.00102244120371077,0.000672658686651821,"244579/13592/18071/13207/13544/15902/319974/72475/21417/17536",10
"GO:0031328","positive regulation of cellular biosynthetic process","10/31","1891/29008",1.68899791804743e-05,0.00118605187133997,0.000780297283776298,"244579/13592/18071/13207/13544/15902/319974/72475/21417/17536",10
"GO:0009891","positive regulation of biosynthetic process","10/31","1937/29008",2.08178471430681e-05,0.00137467165170699,0.000904389244544075,"244579/13592/18071/13207/13544/15902/319974/72475/21417/17536",10
"GO:0000904","cell morphogenesis involved in differentiation","7/31","828/29008",2.1751133729541e-05,0.00137467165170699,0.000904389244544075,"17118/15902/319974/384569/22129/19280/12934",7
"GO:0045944","positive regulation of transcription by RNA polymerase II","8/31","1249/29008",3.75638097630279e-05,0.00226098359716511,0.00148748920866126,"244579/13592/18071/13544/319974/72475/21417/17536",8
"GO:0048667","cell morphogenesis involved in neuron differentiation","6/31","657/29008",5.99345237375285e-05,0.00344351081837436,0.00226546764366734,"17118/15902/319974/384569/19280/12934",6
"GO:0010721","negative regulation of cell development","4/31","205/29008",6.56240150461665e-05,0.00357361644725385,0.00235106345214069,"15902/22129/19280/12484",4
"GO:0035563","positive regulation of chromatin binding","2/31","12/29008",7.2462175765194e-05,0.00357361644725385,0.00235106345214069,"13592/72701",2
"GO:0060013","righting reflex","2/31","12/29008",7.2462175765194e-05,0.00357361644725385,0.00235106345214069,"14654/319974",2
"GO:0051093","negative regulation of developmental process","7/31","1003/29008",7.35079332504747e-05,0.00357361644725385,0.00235106345214069,"14561/15902/21417/22129/19280/17536/12484",7
"GO:0120039","plasma membrane bounded cell projection morphogenesis","6/31","725/29008",0.000103089469689565,0.00482611443287447,0.00317507528478584,"17118/67220/319974/384569/19280/12934",6
"GO:0048858","cell projection morphogenesis","6/31","730/29008",0.000107044518381658,0.00483229540122913,0.00317914171133495,"17118/67220/319974/384569/19280/12934",6
"GO:0032990","cell part morphogenesis","6/31","753/29008",0.000126827625504557,0.00552793512544001,0.00363679942463159,"17118/67220/319974/384569/19280/12934",6
"GO:0032989","cellular component morphogenesis","6/31","848/29008",0.000241528942780129,0.0101277999638922,0.00666302629203434,"17118/67220/319974/384569/19280/12934",6
"GO:0035561","regulation of chromatin binding","2/31","22/29008",0.000251933647032593,0.0101277999638922,0.00666302629203434,"13592/72701",2
"GO:0060429","epithelium development","7/31","1227/29008",0.000256399999085878,0.0101277999638922,0.00666302629203434,"14561/13544/15902/72475/21417/19280/12484",7
