Gene stable ID,Gene name,NCBI gene (formerly Entrezgene) ID
ENSMUSG00000050266,Or52b1,56860
ENSMUSG00000043948,Or52b2,259063
ENSMUSG00000022249,Ttc23l,75777
ENSMUSG00000021391,Cenpp,66336
ENSMUSG00000024829,Mrpl21,353242
ENSMUSG00000103442,Pcdha1,116731
ENSMUSG00000002602,Axl,26362
ENSMUSG00000046550,Spin2c,278240
ENSMUSG00000027715,Ccna2,12428
ENSMUSG00000067369,Trmt2b,215201
ENSMUSG00000047843,Bri3,55950
ENSMUSG00000032621,Srek1,218543
ENSMUSG00000016028,Celsr1,12614
ENSMUSG00000099261,Mir6984,102465594
ENSMUSG00000024900,Cpt1a,12894
ENSMUSG00000038859,Baiap2l1,66898
ENSMUSG00000048442,Smim5,66528
ENSMUSG00000104148,Pcdha2,353234
ENSMUSG00000075420,Smim6,68528
ENSMUSG00000028778,Hcrtr1,230777
ENSMUSG00000033900,Map9,213582
ENSMUSG00000077669,Gm24255,115485843
ENSMUSG00000020755,Sap30bp,57230
ENSMUSG00000086894,Gm15708,100504231
ENSMUSG00000029313,Aff1,17355
ENSMUSG00000050685,Ccdc54,69339
ENSMUSG00000021886,Gpr65,14744
ENSMUSG00000098482,Mir6363,102466634
ENSMUSG00000118814,Gm24925,115488736
ENSMUSG00000028776,Tinagl1,94242
ENSMUSG00000062713,Sim2,20465
ENSMUSG00000102312,Pcdha3,192163
ENSMUSG00000104252,Pcdha4,12936
ENSMUSG00000021578,Ccdc127,67433
ENSMUSG00000034801,Sos2,20663
ENSMUSG00000035900,Gramd4,223752
ENSMUSG00000064761,Gm23514,115485834
ENSMUSG00000099015,Mir6372,102466154
ENSMUSG00000119883,Gm22868,115487874
ENSMUSG00000040703,Cyp2s1,74134
ENSMUSG00000003119,Cdk12,69131
ENSMUSG00000024905,Tesmin,17771
ENSMUSG00000040820,Hlcs,110948
ENSMUSG00000021579,Lrrc14b,432779
ENSMUSG00000069184,Zfp72,238722
ENSMUSG00000103458,Pcdha4b,100384868
ENSMUSG00000103092,Pcdha5,12941
ENSMUSG00000043631,Ecm2,407800
ENSMUSG00000103707,Pcdha6,12937
ENSMUSG00000033578,Tmem35a,67564
ENSMUSG00000104318,Pcdha7,12939
ENSMUSG00000050917,Fgf4,14175
ENSMUSG00000031103,Elf4,56501
ENSMUSG00000103800,Pcdha8,353235
ENSMUSG00000111517,Or4a39,258786
ENSMUSG00000022246,Rai14,75646
ENSMUSG00000103770,Pcdha9,192161
ENSMUSG00000021348,Prl7d1,18814
ENSMUSG00000059742,Kcnh7,170738
ENSMUSG00000038563,Efl1,101592
ENSMUSG00000062382,Ftl1-ps1,434624
ENSMUSG00000076033,Mir692-3,100124641
ENSMUSG00000060738,Prl7c1,67505
ENSMUSG00000007440,Pcdha10,12943
ENSMUSG00000022941,Ripply3,170765
ENSMUSG00000077546,Gm22020,115486153
ENSMUSG00000075088,Or4a2,258972
ENSMUSG00000022886,Prl2a1,56635
ENSMUSG00000084367,Gm15142,100040899
ENSMUSG00000064818,Gm22359,115489174
ENSMUSG00000072100,Cldn34b1,100040937
ENSMUSG00001118663,Gm23503,115489669
ENSMUSG00000111174,Or4a68,258804
ENSMUSG00000065919,Gm24449,115488112
ENSMUSG00000063728,Magea6,17142
ENSMUSG00000028004,Npy2r,18167
ENSMUSG00000022940,Pigp,56176
ENSMUSG00000023120,Ldc1,332942
ENSMUSG00000075086,Or4a69,258447
ENSMUSG00000094196,Magea3,17139
ENSMUSG00000021388,Aspn,66695
ENSMUSG00000059991,Nptx2,53324
ENSMUSG00000075085,Or4a70,258970
ENSMUSG00002075357,Gm25257,115489162
ENSMUSG00000079350,Magea8,17144
ENSMUSG00000020988,L2hgdh,217666
ENSMUSG00000036932,Aifm1,26926
ENSMUSG00000075324,Fign,60344
ENSMUSG00000024907,Gal,14419
ENSMUSG00000043388,Tmem130,243339
ENSMUSG00000033882,Rbm46,633285
ENSMUSG00000074102,Rbm15b,109095
ENSMUSG00000023232,Serinc2,230779
ENSMUSG00000102206,Pcdha11,12942
ENSMUSG00000034252,Senp6,215351
ENSMUSG00000069208,Zfp825,235956
ENSMUSG00000115667,Gm10389,100038608
ENSMUSG00000015001,Oc90,18256
ENSMUSG00000062551,Prl2c1,666317
ENSMUSG00000075084,Or4a71,258971
ENSMUSG00000033854,Kcnk10,72258
ENSMUSG00000072889,Nfxl1,100978
ENSMUSG00000040565,Btaf1,107182
ENSMUSG00000026646,Suv39h2,64707
ENSMUSG00002075635,Gm22476,115488258
ENSMUSG00000005891,Prl4a1,19110
ENSMUSG00000028003,Lrat,79235
ENSMUSG00000056758,Hmga2,15364
ENSMUSG00000033860,Fgg,99571
ENSMUSG00000093176,Mir5119,100628613
ENSMUSG00000038255,Neurod2,18013
ENSMUSG00000099158,Mir6368,102466635
ENSMUSG00000057706,Mex3b,108797
ENSMUSG00000077149,Gm22934,115485617
ENSMUSG00000030483,Cyp2b10,13088
ENSMUSG00000009900,Wnt3a,22416
ENSMUSG00000076431,Sox4,20677
ENSMUSG00000021583,Erap1,80898
ENSMUSG00000076448,Mir763,791076
ENSMUSG00000000126,Wnt9a,216795
ENSMUSG00000051236,Msrb3,320183
ENSMUSG00000111456,Or4a72,258784
ENSMUSG00000028773,Fabp3,14077
ENSMUSG00000111715,Or4a73,258788
ENSMUSG00000028001,Fga,14161
ENSMUSG00000054894,Dmac2l,68055
ENSMUSG00000004018,Fancl,67030
ENSMUSG00000075081,Or4a74,258968
ENSMUSG00000028772,Zcchc17,619605
ENSMUSG00000111239,Or4a75,258787
ENSMUSG00000075079,Or4a76,257984
ENSMUSG00000075078,Or4a77,258967
ENSMUSG00000048661,Lemd3,380664
ENSMUSG00000039047,Pigk,329777
ENSMUSG00000024908,Ppp6r3,52036
ENSMUSG00000089351,Gm25486,115488047
ENSMUSG00000042439,Zfp532,328977
ENSMUSG00000009614,Sardh,192166
ENSMUSG00000022637,Cblb,208650
ENSMUSG00000079470,Utp14b,195434
ENSMUSG00000031104,Rab33a,19337
ENSMUSG00000020990,Cdkl1,71091
ENSMUSG00000074088,Snrnp40,66585
ENSMUSG00000031262,Cenpi,102920
ENSMUSG00000099706,Gm29536,102636764
ENSMUSG00000047330,Kcne4,57814
ENSMUSG00000040583,Cyp2b13,13089
ENSMUSG00000063935,Zar1,317755
ENSMUSG00000046334,Gm6195,108167613
ENSMUSG00000050711,Scg2,20254
ENSMUSG00000076065,Mir681,751538
ENSMUSG00000060204,Slc10a4-ps,545758
ENSMUSG00000078532,Nkain1,67149
ENSMUSG00000040660,Cyp2b9,13094
ENSMUSG00000029312,Klhl8,246293
ENSMUSG00000077782,Gm24160,115485787
ENSMUSG00000055067,Smyd3,69726
ENSMUSG00000077161,Gm24117,115486266
ENSMUSG00000087967,Gm25391,115486240
ENSMUSG00000006191,Cdkal1,68916
ENSMUSG00000028358,Zfp618,72701
ENSMUSG00000030733,Sh2b1,20399
ENSMUSG00000020218,Wif1,24117
ENSMUSG00000052763,Zfp212,232784
ENSMUSG00000119742,Mir7094-1,102465663
ENSMUSG00000068232,Vmn1r42,113848
ENSMUSG00000118845,Mir7094-2,102465664
ENSMUSG00000054702,Ap1s3,252903
ENSMUSG00000068231,Vmn1r43,113847
ENSMUSG00000021007,Spata7,104871
ENSMUSG00000049291,Prss38,216797
ENSMUSG00000035891,Cerk,223753
ENSMUSG00000045466,Zfp956,101197
ENSMUSG00000111567,Or4a78,259145
ENSMUSG00000061718,Ppp1r1b,19049
ENSMUSG00000109865,Hspa14,50497
ENSMUSG00000026492,Tfb2m,15278
ENSMUSG00000028356,Ambp,11699
ENSMUSG00000119515,Gm24897,115490225
ENSMUSG00000067220,Cnga1,12788
ENSMUSG00000068234,Vmn1r44,113854
ENSMUSG00000088071,Gm22818,115488607
ENSMUSG00000072511,Hhla1,654498
ENSMUSG00000052302,Tbc1d30,74694
ENSMUSG00000038949,Cnst,226744
ENSMUSG00000071477,Zfp777,72306
ENSMUSG00000028988,Ctnnbip1,67087
ENSMUSG00000033831,Fgb,110135
ENSMUSG00000067219,Nipal1,70701
ENSMUSG00000088708,Gm25558,115487246
ENSMUSG00000039048,Foxred1,235169
ENSMUSG00000110819,Or4a79,404331
ENSMUSG00000039037,St6galnac5,26938
ENSMUSG00000063884,Ptcd3,69956
ENSMUSG00000031443,F7,14068
ENSMUSG00000028357,Kif12,16552
ENSMUSG00000075075,Or4a80,258370
ENSMUSG00000009894,Snap47,67826
ENSMUSG00000051864,Tbc1d22a,223754
ENSMUSG00000034528,Hsd17b13,243168
ENSMUSG00000026888,Grb14,50915
ENSMUSG00000026043,Col3a1,12825
ENSMUSG00000034707,Gns,75612
ENSMUSG00000052544,St6galnac3,20447
ENSMUSG00000118852,Gm23604,115485643
ENSMUSG00000003847,Nfat5,54446
ENSMUSG00000025287,Acot9,56360
ENSMUSG00000037325,Bbs7,71492
ENSMUSG00000015968,Cacna1d,12289
ENSMUSG00000064090,Vrk2,69922
ENSMUSG00000056258,Kcnq3,110862
ENSMUSG00000025795,Rassf3,192678
ENSMUSG00000029311,Hsd17b11,114664
ENSMUSG00000022375,Dnaaf11,54562
ENSMUSG00000025289,Prdx4,53381
ENSMUSG00000019838,Slc16a10,72472
ENSMUSG00000051396,Msantd7,119065974
ENSMUSG00000028580,Pum1,80912
ENSMUSG00000075074,Or4a81,258468
ENSMUSG00000054863,Tafa5,106014
ENSMUSG00000077200,Gm25613,115485743
ENSMUSG00000029310,Nudt9,74167
ENSMUSG00000045148,Or4c12b,258979
ENSMUSG00000020115,Tbk1,56480
ENSMUSG00000039496,Cdnf,227526
ENSMUSG00000041552,Ptchd1,211612
ENSMUSG00000016477,E2f3,13557
ENSMUSG00000098938,Mir6393,102465209
ENSMUSG00000116331,B230214G05Rik,328579
ENSMUSG00000075073,Or4a47,258985
ENSMUSG00000036944,Tmem71,213068
ENSMUSG00000018167,Stard3,59045
ENSMUSG00000075908,Gm23940,115489070
ENSMUSG00000024913,Lrp5,16973
ENSMUSG00000075072,Or4c58,18347
ENSMUSG00000000223,Drp2,13497
ENSMUSG00000044248,Vmn1r45,22297
ENSMUSG00000103310,Pcdha12,192164
ENSMUSG00000049057,Or4c10b,258984
ENSMUSG00000037112,Sik2,235344
ENSMUSG00000049149,Or4c10,258980
ENSMUSG00000054117,Zdhhc25,70073
ENSMUSG00000068806,Or4c12,258338
ENSMUSG00000080465,Snord94,115490493
ENSMUSG00000022387,Brd1,223770
ENSMUSG00000061653,Vmn1r46,113856
ENSMUSG00000026655,Fam107b,66540
ENSMUSG00000119052,Gm23513,115488716
ENSMUSG00000022636,Alcam,11658
ENSMUSG00000021009,Ptpn21,24000
ENSMUSG00000057691,Zfp746,69228
ENSMUSG00000093690,Mir5619,100885831
ENSMUSG00000091034,Scpppq1,100271704
ENSMUSG00000034667,Xpot,73192
ENSMUSG00000046130,Vmn1r184,100312477
ENSMUSG00000074254,Cyp2a4,13086
ENSMUSG00000038732,Mboat1,218121
ENSMUSG00000046610,Oacyl,319888
ENSMUSG00000060724,Vmn1r47,113846
ENSMUSG00000088692,Gm23838,115490300
ENSMUSG00000119065,Gm25387,115485847
ENSMUSG00000007877,Tcap,21393
ENSMUSG00000042894,Or4c35,258983
ENSMUSG00000070811,Sult2a2,100043194
ENSMUSG00000057592,Vmn1r48,113845
ENSMUSG00000029309,Sparcl1,13602
ENSMUSG00000040614,Nlrp9c,330490
ENSMUSG00000038216,Pnmt,18948
ENSMUSG00000030279,C2cd5,74741
ENSMUSG00000084669,Gm23206,115488234
ENSMUSG00000049115,Agtr1a,11607
ENSMUSG00000036819,Jmjd4,194952
ENSMUSG00000038997,Asb17,66772
ENSMUSG00000009621,Vav2,22325
ENSMUSG00000103255,Pcdhac1,353236
ENSMUSG00000092094,Zfp804b,207618
ENSMUSG00000039735,Fnbp1l,214459
ENSMUSG00000034333,Zbed4,223773
ENSMUSG00000064851,Gm24525,115490314
ENSMUSG00000053268,Dspp,666279
ENSMUSG00000078798,Sult2a1,20859
ENSMUSG00000035372,1810055G02Rik,72056
ENSMUSG00000095300,Spata31e3,380882
ENSMUSG00000022206,Npr3,18162
ENSMUSG00000085440,Sorbs2os,319940
ENSMUSG00000040514,Tex47,70920
ENSMUSG00000003849,Nqo1,18104
ENSMUSG00000073838,Tufm,233870
ENSMUSG00000038510,Rpf2,67239
ENSMUSG00000029307,Dmp1,13406
ENSMUSG00000067586,S1pr3,13610
ENSMUSG00000102697,Pcdhac2,353237
ENSMUSG00000053799,Exoc6,107371
ENSMUSG00000031636,Pdlim3,53318
ENSMUSG00000021709,Erbin,59079
ENSMUSG00000039716,Dock3,208869
ENSMUSG00000012428,Steap4,117167
ENSMUSG00000054519,Zfp867,237775
ENSMUSG00000029306,Ibsp,15891
ENSMUSG00000046101,Mcmdc2,240697
ENSMUSG00000077718,Gm25723,115486019
ENSMUSG00000038208,Pgap3,320655
ENSMUSG00000035845,Alg12,223774
ENSMUSG00000064727,Gm25853,115488685
ENSMUSG00000024516,Sec11c,66286
ENSMUSG00000064549,Gm22977,115488731
ENSMUSG00000064310,Zpld1,239852
ENSMUSG00000071104,Ccdc110,212392
ENSMUSG00000053863,Mepe,94111
ENSMUSG00000054892,Txk,22165
ENSMUSG00000003848,Nob1,67619
ENSMUSG00000017774,Myo1c,17913
ENSMUSG00000093292,Mir5118,100628589
ENSMUSG00000119820,Gm23003,115488739
ENSMUSG00000074377,Sult2a4,434121
ENSMUSG00000022205,Sub1,20024
ENSMUSG00000073295,Nudt11,58242
ENSMUSG00000073295,Nudt11,102954
ENSMUSG00000005899,Smpd4,77626
ENSMUSG00000034032,Rpap1,68925
ENSMUSG00000073294,Ezhip,102991
ENSMUSG00000074375,Sult2a3,629203
ENSMUSG00000071103,Cfap96,69479
ENSMUSG00000023272,Creld2,76737
ENSMUSG00000118952,n-R5s2,115489156
ENSMUSG00000073293,Nudt10,102954
ENSMUSG00000040601,Nlrp4a,243880
ENSMUSG00000047642,D930020B18Rik,216393
ENSMUSG00000009596,Taf7l,74469
ENSMUSG00000027716,Trpc3,22065
ENSMUSG00000099032,Tcf24,100039596
ENSMUSG00000038936,Sccpdh,109232
ENSMUSG00000062432,Cyp26c1,546726
ENSMUSG00000119353,Gm23144,115488584
ENSMUSG00000035828,Pim3,223775
ENSMUSG00000024987,Cyp26a1,13082
ENSMUSG00000031444,F10,14058
ENSMUSG00000024517,Grp,225642
ENSMUSG00000024518,Rax,19434
ENSMUSG00000045098,Kmt5b,225888
ENSMUSG00000053684,Kics2,270802
ENSMUSG00000072501,Phf20l1,239510
ENSMUSG00000027998,Plrg1,53317
ENSMUSG00000024519,Cplx4,225644
ENSMUSG00000019837,Gtf3c6,67371
ENSMUSG00000041891,Lman1,70361
ENSMUSG00000064517,Gm22454,115487235
ENSMUSG00000077494,Gm23595,115485696
ENSMUSG00000054102,Nlrp9a,233001
ENSMUSG00000092125,AA543401,100417434
ENSMUSG00000032577,Mapkapk3,102626
ENSMUSG00000023279,Bmp15,12155
ENSMUSG00000042772,Smg7,226517
ENSMUSG00000088275,Gm23124,115489193
ENSMUSG00000036916,Zfp280c,208968
ENSMUSG00000021066,Atl1,73991
ENSMUSG00000106147,Snord3a,19850
ENSMUSG00000075232,Amd1,11702
ENSMUSG00000031445,Proz,66901
ENSMUSG00000050471,Fam118b,109229
ENSMUSG00000031634,Ufsp2,192169
ENSMUSG00000074517,Gm10710,100038599
ENSMUSG00000003161,Sri,109552
ENSMUSG00000102692,Dchs2,100534287
ENSMUSG00000020121,Srgap1,117600
ENSMUSG00000032637,Atxn2l,233871
ENSMUSG00000005493,Msh4,55993
ENSMUSG00000021067,Sav1,64010
ENSMUSG00000046318,Ccbe1,320924
ENSMUSG00002075853,Gm23579,115488110
ENSMUSG00000098336,Mir6388,102465205
ENSMUSG00000050914,Ankrd37,654824
ENSMUSG00000022388,Ttll8,239591
ENSMUSG00000076147,Mir694,751558
ENSMUSG00000034620,Rxylt1,216395
ENSMUSG00000024521,Pmaip1,58801
ENSMUSG00000032578,Cish,12700
ENSMUSG00000047259,Mc4r,17202
ENSMUSG00000032044,Rpusd4,71989
ENSMUSG00000038542,Pcid2,234069
ENSMUSG00000029304,Spp1,20750
ENSMUSG00000024524,Gnal,14680
ENSMUSG00000038481,Cdk19,78334
ENSMUSG00000087236,Kif28,383592
ENSMUSG00000022201,Zfr,22763
ENSMUSG00000032579,Hemk1,69536
ENSMUSG00000091924,Vmn1r185,171265
ENSMUSG00000026042,Col5a2,12832
ENSMUSG00000021012,Zc3h14,75553
ENSMUSG00000030738,Eif3c,56347
ENSMUSG00000037977,6430571L13Rik,235599
ENSMUSG00000031930,Wwp2,66894
ENSMUSG00000040650,Cyp2b23,243881
ENSMUSG00000053199,Arhgap20,244867
ENSMUSG00000119649,Gm24091,115489378
ENSMUSG00000119144,Gm23711,115489379
ENSMUSG00000020123,Avpr1a,54140
ENSMUSG00000030523,Trpm1,17364
ENSMUSG00000039953,Clstn1,65945
ENSMUSG00000112095,Sros1,319272
ENSMUSG00000098522,Mir6412,102465223
ENSMUSG00000019834,Slc22a16,70840
ENSMUSG00000034462,Pkd2,18764
ENSMUSG00000050315,Synpo2,118449
ENSMUSG00000084592,Mir1898,100316684
ENSMUSG00000035805,Mlc1,170790
ENSMUSG00000073643,Wdfy1,69368
ENSMUSG00000038119,Cdon,57810
ENSMUSG00000048007,Timm8a1,30058
ENSMUSG00000039234,Sec24d,69608
ENSMUSG00000034613,Ppm1h,319468
ENSMUSG00000065164,Gm23814,115489668
ENSMUSG00000042745,Id1,15901
ENSMUSG00000068270,Shroom4,208431
ENSMUSG00000009876,Cox4i2,84682
ENSMUSG00000007659,Bcl2l1,12048
ENSMUSG00000039458,Mtmr12,268783
ENSMUSG00000072774,Zfp951,626391
ENSMUSG00000029299,Abcg3,27405
ENSMUSG00000041429,Nthl1,18207
ENSMUSG00000095932,Vmn1r49,24112
ENSMUSG00000094553,Vmn1r50,113852
ENSMUSG00000119766,Gm23512,115488967
ENSMUSG00000065934,Gm25630,115487300
ENSMUSG00000032051,Fdx1,14148
ENSMUSG00000109901,Chmp1b,67064
ENSMUSG00000025743,Sdc3,20970
ENSMUSG00000062526,Mppe1,225651
ENSMUSG00000062818,Vmn1r51,22296
ENSMUSG00000041476,Smpx,66106
ENSMUSG00000002504,Nherf2,65962
ENSMUSG00000119653,Gm24097,115490230
ENSMUSG00000065439,Mir140,387158
ENSMUSG00000039067,Psmd7,17463
ENSMUSG00000034438,Gbp8,76074
ENSMUSG00000038975,Rabggtb,19352
ENSMUSG00000032050,Rdx,19684
ENSMUSG00000027525,Phactr3,74189
ENSMUSG00000077381,Gm22660,115486250
ENSMUSG00000030275,Etnk1,75320
ENSMUSG00000045672,Col27a1,373864
ENSMUSG00000031446,Cul4a,99375
ENSMUSG00000024525,Impa2,114663
ENSMUSG00000060816,Vmn1r52,113849
ENSMUSG00000029298,Gbp9,236573
ENSMUSG00000099225,Mir8104,102466884
ENSMUSG00000062546,V1ra8,113850
ENSMUSG00000063428,Ddo,70503
ENSMUSG00000057697,Vmn1r53,113853
ENSMUSG00000049553,Polr1a,20019
ENSMUSG00000024526,Cidea,12683
ENSMUSG00000047485,Klhl34,245683
ENSMUSG00000001473,Tubb6,67951
ENSMUSG00000031264,Btk,12229
ENSMUSG00000079363,Gbp4,17472
ENSMUSG00000024527,Afg3l2,69597
ENSMUSG00000025916,Ppp1r42,69312
ENSMUSG00000098532,Mir7065,102465645
ENSMUSG00000038872,Zfhx3,11906
ENSMUSG00000038048,Cntnap5c,620292
ENSMUSG00000035164,Zc3h12c,244871
ENSMUSG00000053469,Tg,21819
ENSMUSG00000065406,Mirlet7i,387251
ENSMUSG00000045555,Mettl24,327747
ENSMUSG00000021448,Shc3,20418
ENSMUSG00000099311,Mir6244,102465150
ENSMUSG00000077796,Gm25562,115485707
ENSMUSG00000038446,Cdc40,71713
ENSMUSG00000078307,AI593442,330941
ENSMUSG00000017776,Crk,12928
ENSMUSG00000053289,Ddx10,77591
ENSMUSG00000077562,Gm23203,115488881
ENSMUSG00000064732,Gm23447,115488845
ENSMUSG00000031447,Lamp1,16783
ENSMUSG00000029217,Tec,21682
ENSMUSG00000064570,Gm25800,115488837
ENSMUSG00000048915,Efna5,13640
ENSMUSG00000024530,Prelid3a,225655
ENSMUSG00000093241,Mir3108,100526511
ENSMUSG00000031637,Lrp2bp,67620
ENSMUSG00000019831,Wasf1,83767
ENSMUSG00000023965,Fbxl17,50758
ENSMUSG00000062312,Erbb2,13866
ENSMUSG00000024533,Spire1,68166
ENSMUSG00000026248,Mrpl44,69163
ENSMUSG00000077241,Gm23272,115486349
ENSMUSG00000047203,Vmn1r54,113851
ENSMUSG00000062248,Cks2,66197
ENSMUSG00000108356,9130221F21Rik,330350
ENSMUSG00000048612,Myof,226101
ENSMUSG00000049694,BC048671,243535
ENSMUSG00000064672,Gm22806,115488214
ENSMUSG00000034584,Exph5,320051
ENSMUSG00000021710,Nln,75805
ENSMUSG00000119658,Gm24674,115487608
ENSMUSG00000026249,Serpine2,20720
ENSMUSG00000034487,Poglut3,68304
ENSMUSG00000056643,Chst13,71797
ENSMUSG00000056091,St3gal5,20454
ENSMUSG00000046922,Gpr6,140741
ENSMUSG00000038417,Fig4,103199
ENSMUSG00000079435,Rpl36a,19982
ENSMUSG00000065738,Gm24494,115489817
ENSMUSG00000098362,Mir130c,102466640
ENSMUSG00000005131,4930550C14Rik,75311
ENSMUSG00000033767,Tmem131l,229473
ENSMUSG00000000127,Fer,14158
ENSMUSG00000042751,Nmnat2,226518
ENSMUSG00000031105,Slc25a14,20523
ENSMUSG00000032110,Acrv1,11451
ENSMUSG00000035139,Secisbp2,75420
ENSMUSG00000119191,Gm25526,115485737
ENSMUSG00000091415,Ak9,633979
ENSMUSG00000034218,Atm,11920
ENSMUSG00000031727,Pmfbp1,56523
ENSMUSG00000042063,Zfp386,56220
ENSMUSG00000037621,Atoh8,71093
ENSMUSG00000119364,Gm25626,115487563
ENSMUSG00000002580,Mien1,103742
ENSMUSG00000034456,Uroc1,243537
ENSMUSG00000011171,Vipr2,22355
ENSMUSG00000034602,Mon2,67074
ENSMUSG00000070102,Mir455,735262
ENSMUSG00000039196,Orm1,18405
ENSMUSG00000020472,Zkscan17,268417
ENSMUSG00000028581,Laptm5,16792
ENSMUSG00000037993,Dhx38,64340
ENSMUSG00000118883,Gm23934,115487702
ENSMUSG00000043230,Fam124b,241128
ENSMUSG00000038372,Gmds,218138
ENSMUSG00000026491,Ahctf1,226747
ENSMUSG00000051166,Eml5,319670
ENSMUSG00000073542,Cep76,225659
ENSMUSG00000089859,Or4x18,257665
ENSMUSG00000089859,Or4x18,100042690
ENSMUSG00000024537,Psmg2,107047
ENSMUSG00000034430,Zxdc,80292
ENSMUSG00000024083,Pja2,224938
ENSMUSG00000042743,Sgtb,218544
ENSMUSG00000031723,Txnl4b,234723
ENSMUSG00000027298,Tyro3,22174
ENSMUSG00000022200,Golph3,66629
ENSMUSG00000038515,Grtp1,66790
ENSMUSG00000024539,Ptpn2,19255
ENSMUSG00000051209,Gpr119,236781
ENSMUSG00000015365,Mov10l1,83456
ENSMUSG00000031266,Gla,11605
ENSMUSG00000020849,Ywhae,22627
ENSMUSG00000044951,Mylk4,238564
ENSMUSG00000025917,Cops5,26754
ENSMUSG00000031107,Rbmx2,209003
ENSMUSG00000098984,Mir6420,102465228
ENSMUSG00000024085,Man2a1,17158
ENSMUSG00000048794,Cfap100,243538
ENSMUSG00000033577,Myo6,17920
ENSMUSG00000021400,Wrnip1,78903
ENSMUSG00000050089,Akap4,11643
ENSMUSG00000020848,Doc2b,13447
ENSMUSG00000024088,4930583I09Rik,78057
ENSMUSG00000117203,Gm4701,100043871
ENSMUSG00000077691,Gm25344,115486036
ENSMUSG00000045036,Tmem232,381107
ENSMUSG00000019312,Grb7,14786
ENSMUSG00000088054,Mir1968,100316713
ENSMUSG00000031722,Hp,15439
ENSMUSG00000021451,Sema4d,20354
ENSMUSG00000079606,Fsip2l,209005
ENSMUSG00000079614,Seh1l,72124
ENSMUSG00000021013,Ttc8,76260
ENSMUSG00000030087,Klf15,66277
ENSMUSG00000028359,Orm3,18407
ENSMUSG00000038291,Snx25,102141
ENSMUSG00000065585,Mir211,387207
ENSMUSG00000098910,Mir6416,102465226
ENSMUSG00000066704,Cyp2b19,13090
ENSMUSG00000045427,Hnrnph2,56258
ENSMUSG00000026479,Lamc2,16782
ENSMUSG00000040533,Matn1,17180
ENSMUSG00000041540,Sox5,20678
ENSMUSG00000018168,Ikzf3,22780
ENSMUSG00000061540,Orm2,18406
ENSMUSG00000024542,Cep192,70799
ENSMUSG00000048677,Tpcn2,233979
ENSMUSG00000049804,Armcx4,100503043
ENSMUSG00000034903,Cobll1,319876
ENSMUSG00000088041,Gm25261,115486271
ENSMUSG00000039158,Akna,100182
ENSMUSG00000064481,Gm23737,115488594
ENSMUSG00000058441,Panx2,406218
ENSMUSG00000020464,Pnpt1,71701
ENSMUSG00000025658,Cnksr2,245684
ENSMUSG00000022197,Pdzd2,68070
ENSMUSG00000004364,Cul3,26554
ENSMUSG00000045482,Trrap,100683
ENSMUSG00000033752,Mnd1,76915
ENSMUSG00000028114,Mettl14,210529
ENSMUSG00000044734,Serpinb1a,66222
ENSMUSG00000028909,Ptpru,19273
ENSMUSG00000015363,Trabd,67976
ENSMUSG00000024544,Ldlrad4,52662
ENSMUSG00000045569,Mc2r,17200
ENSMUSG00000099300,Mir6356,102465183
ENSMUSG00000098366,Mir145b,102465187
ENSMUSG00000026478,Lamc1,226519
ENSMUSG00000051375,Pcdh1,75599
ENSMUSG00000021453,Gadd45g,23882
ENSMUSG00000024091,Vapa,30960
ENSMUSG00000033713,Foxn3,71375
ENSMUSG00000097495,Gm26651,102635721
ENSMUSG00000079049,Serpinb1c,380839
ENSMUSG00000066475,Gm10268,118568354
ENSMUSG00000024442,Dele1,66839
ENSMUSG00000031448,Adprhl1,234072
ENSMUSG00000047842,Diras2,68203
ENSMUSG00000042842,Serpinb6b,20708
ENSMUSG00000050612,Txndc2,213272
ENSMUSG00000080545,Gm22713,115489847
ENSMUSG00000062908,Acadm,11364
ENSMUSG00000022372,Sla,20491
ENSMUSG00000024989,Cep55,74107
ENSMUSG00000056515,Rab31,106572
ENSMUSG00000042708,Shcbp1l,71836
ENSMUSG00000061950,Ppp4r1,70351
ENSMUSG00000042029,Ncapg2,76044
ENSMUSG00000020847,Rph3al,380714
ENSMUSG00000031730,Dhodh,56749
ENSMUSG00000064435,Gm25588,115487647
ENSMUSG00000041144,Dnah7b,227058
ENSMUSG00000045827,Serpinb9,20723
ENSMUSG00000019979,Apaf1,11783
ENSMUSG00000024440,Pcdh12,53601
ENSMUSG00000004317,Clcn5,12728
ENSMUSG00000027978,Prss12,19142
ENSMUSG00000060450,Rnf14,56736
ENSMUSG00000041617,Ccdc74a,72315
ENSMUSG00000053783,Liat1,74230
ENSMUSG00000021711,Trappc13,66975
ENSMUSG00000032691,Nlrp3,216799
ENSMUSG00000084629,Gm25112,115488034
ENSMUSG00000092730,Snora24,100306957
ENSMUSG00000064646,Gm23300,115489089
ENSMUSG00000028360,Slc44a5,242259
ENSMUSG00000054200,Ffar4,107221
ENSMUSG00000021176,Efcab11,78767
ENSMUSG00000031631,Cfap97,66756
ENSMUSG00000024990,Rbp4,19662
ENSMUSG00000035757,Selenoo,223776
ENSMUSG00000022043,Trim35,66854
ENSMUSG00000035356,Nfkbiz,80859
ENSMUSG00000031633,Slc25a4,11739
ENSMUSG00000070108,Mir500,723974
ENSMUSG00000076251,Mir501,751560
ENSMUSG00000070100,Mir362,723851
ENSMUSG00000065398,Mir188,387183
ENSMUSG00000070139,Mir532,751544
